State,County,Abbreviation,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",# Employed,# Unemployed,Male,Female,Median Age,Population (2014-2020),Total Votes 2020,Votes 2020 Donald Trump,Votes 2020  Joe Biden,Income,IncomeErr,Professional,Service,Office,Construction,Production,WorkAtHome,Mean Commute (minutes)
Montana,Phillips,MontanaPhillips,140,64,35,39.5,17.2,1798,93,2101,2023,47.2,4124,2384,1936,414,42101,6369,33.4,14.9,21.9,19.6,10.2,9.4,19.5
Montana,Powder River,MontanaPowder,157,66,40,29.7,24.4,946,30,820,799,53,1619,1136,970,154,51136,7216,39.6,13.4,16.8,21.7,8.5,14.4,16.9
Montana,Powell,MontanaPowell,11,7,3,37.8,20.4,2819,137,4310,2551,45.3,6861,3187,2347,752,44352,4574,40.7,20.5,13.6,15.9,9.3,14.3,21.8
Montana,Ravalli,MontanaRavalli,176,54,11,30.4,27.8,19493,1191,20822,21080,48.8,41902,28490,19103,8757,44733,3625,34.9,18.7,21.1,14.8,10.5,8.2,22.8
Montana,Richland,MontanaRichland,68,46,36,35.2,18.9,5556,382,5740,5620,38.9,11360,5789,4792,874,66572,3801,28.2,13.4,23.3,21.7,13.4,4.2,16
Montana,Roosevelt,MontanaRoosevelt,55,26,9,31.6,17.4,4185,266,5559,5669,30.3,11228,4015,1991,1902,39219,3802,29.3,25.3,19.6,13.6,12.2,4.6,14.1
Montana,Rosebud,MontanaRosebud,153,48,37,30.7,17.8,3530,212,4608,4642,36.4,9250,3782,2485,1199,54709,4136,33.5,22.7,12.1,20.3,11.5,6.9,12.8
Montana,Sanders,MontanaSanders,236,51,23,41.9,17.9,4691,395,5935,5586,53.2,11521,7651,5660,1819,36445,4172,29.3,21.2,20,15.9,13.6,17.3,19.3
Montana,Sheridan,MontanaSheridan,53,20,10,32.1,23.9,1684,85,1794,1780,44.9,3574,2029,1402,574,51940,5667,36.2,18.8,22,14.6,8.3,8.4,14.6
Montana,Silver Bow,MontanaSilver,173,56,19,32,27.2,16153,1142,17588,17226,39.8,34814,18973,7790,10442,40480,2706,33.8,22.3,21.5,10.1,12.4,2.9,15.1
Montana,Yellowstone,MontanaYellowstone,160,48,23,30.2,32.1,78676,4527,77773,80043,38.2,157816,81774,49548,29936,57955,1142,34,19,23.4,12.2,11.4,4,18.4
Nebraska,Cass,NebraskaCass,71,32,14,29.9,27.7,12851,581,12929,12773,41.6,25702,15284,10121,4737,68284,2743,34.2,14.8,26.5,12.9,11.6,3.6,26.1
Nebraska,Douglas,NebraskaDouglas,156,55,36,21.4,39.7,284846,15294,273743,281249,34.5,554992,269960,116696,146433,58640,1065,40.5,16.2,25.5,7.5,10.4,3.8,19.3
Nebraska,Hall,NebraskaHall,85,43,20,31.3,21.5,30179,1851,30830,30513,36,61343,24374,16189,7681,53807,1683,26.3,16.4,22.7,11.5,23.1,2.9,17
Nebraska,Knox,NebraskaKnox,84,48,35,33.8,21.6,4517,138,4150,4310,46.9,8460,4693,3719,903,48072,3296,36.5,16.9,20.1,14.3,12.1,7.3,17.2
Nebraska,Lancaster,NebraskaLancaster,74,45,30,21.5,39.5,169507,7499,155699,154395,33.3,310094,153687,68952,81131,55747,936,40,17.1,23.9,7.7,11.3,3.3,18.8
Nebraska,Sarpy,NebraskaSarpy,149,52,29,21.7,39.8,92833,3943,89176,89175,34.4,178351,95409,51518,41029,75752,1666,43,15.2,24.1,8.6,9.1,3.3,20.6
Nebraska,Scotts Bluff,NebraskaScotts,122,55,27,28.7,22.9,17402,758,17575,18680,39.5,36255,15259,10810,4133,47975,2266,31.4,17.2,25,13.2,13.3,3.1,15.4
Nebraska,Thomas,NebraskaThomas,71,29,11,22.8,24.7,403,17,321,324,41.1,645,427,377,45,53173,5046,41.8,9.9,19.5,20.1,8.8,16.8,14.3
Nebraska,Washington,NebraskaWashington,72,42,23,31.6,29.9,10729,407,9911,10308,41.4,20219,12413,8583,3554,66485,4187,37.1,14.5,24.8,11.7,11.9,5.2,20.8
Nevada,Carson City,NevadaCarson,192,67,41,26,22.2,23987,2143,27912,26555,42.8,54467,29126,15771,12485,49341,2023,30.3,22.4,23.6,10.2,13.5,2.8,18.5
Nevada,Churchill,NevadaChurchill,147,50,40,31.6,18.8,10451,623,12138,11872,39.5,24010,12503,9088,2966,46914,3854,30.3,20.3,20,16,13.4,3.2,20.1
Nevada,Clark,NevadaClark,174,93,61,28.5,24.5,958069,165513,1069779,1071795,37.1,2141574,914373,402271,493740,54882,434,27.2,29.2,26.1,7.9,9.6,3.6,24.5
Nevada,Douglas,NevadaDouglas,249,60,17,24.4,29.4,20531,1934,24102,23726,51.5,47828,33537,21237,11390,61176,1683,36.1,23.7,21.4,10,8.7,7.5,23.9
Nevada,Elko,NevadaElko,154,47,18,32.8,16.6,25264,1527,27199,25053,33.9,52252,21081,16057,4381,76178,4026,25.8,20.2,20.7,21.6,11.6,4.4,31.3
Nevada,Lyon,NevadaLyon,331,59,38,32.8,14.4,21077,1968,26757,26398,44.1,53155,29392,20302,8264,50920,1612,25.1,20.6,23.5,13.4,17.4,3.1,29.6
Nevada,Nye,NevadaNye,200,40,21,38.9,10.7,15889,1707,22243,21462,52.7,43705,24021,16575,6950,44225,3588,24.3,23.2,24,15.6,12.9,5.1,24.4
Nevada,Washoe,NevadaWashoe,240,85,46,23.5,30.8,234544,19734,226751,223735,38.1,450486,247823,114600,126089,58595,1146,33.8,20.9,25.7,8,11.5,4.3,21.4
Nevada,White Pine,NevadaWhite,136,61,44,41.5,13.2,4403,192,5704,4033,39.2,9737,4177,3238,836,60358,4355,34.1,22.7,18.1,17.3,7.8,1.3,14.2
New Jersey,Atlantic,New JerseyAtlantic,90,47,34,32,28.1,99546,21491,130026,138513,41.5,268539,131980,60957,68978,57514,1710,31,29.3,23.1,8.2,8.4,2.5,24.2
New Jersey,Bergen,New JerseyBergen,119,58,39,22.7,49.3,432189,45703,450784,479215,41.8,929999,448647,182831,259358,91572,1122,47.9,13.5,24.3,6.3,8,4.7,32.3
New Jersey,Camden,New JerseyCamden,87,58,40,29.5,32.5,230287,25761,245068,262299,38.7,507367,243151,78600,160606,65037,975,39.3,17.9,25.2,6.8,10.8,3.4,28.3
New Jersey,Cumberland,New JerseyCumberland,71,52,38,39.4,15.6,59148,7129,78687,74713,37.2,153400,58248,27294,30148,50000,1518,26.1,22.1,21.2,12.2,18.3,1.7,23.6
New Jersey,Essex,New JerseyEssex,127,58,39,28,35.5,330269,43674,381576,411979,37.5,793555,308715,68038,237981,57365,959,37.9,20.2,23.4,7.1,11.3,3.6,34.4
New Jersey,Gloucester,New JerseyGloucester,101,49,36,32,33,137052,14028,141229,149623,40.3,290852,168093,80700,84120,81489,1248,41.7,14.9,24.9,8.4,10.1,3.3,29.9
New Jersey,Hudson,New JerseyHudson,90,54,37,25.1,42.3,322277,38221,332268,336363,35.1,668631,213606,53435,157349,62681,990,39.9,18.1,22.4,5.9,13.6,2.9,35.7
New Jersey,Hunterdon,New JerseyHunterdon,85,52,38,21,52.7,58730,4565,62447,62604,46.2,125051,78998,39751,37419,110969,2182,51.7,12.9,23.2,6.7,5.5,8.7,33.9
New Jersey,Mercer,New JerseyMercer,112,54,38,24.6,42.6,190150,15255,180369,188393,38.7,368762,158252,45926,109514,77027,1571,44.7,17.2,22.5,6.1,9.4,5,28.3
New Jersey,Middlesex,New JerseyMiddlesex,112,53,37,25.3,43.6,398298,38031,407247,419451,38.4,826698,298231,109625,184898,83133,856,45.1,13.9,23.2,6.5,11.3,4.2,33.3
New Jersey,Monmouth,New JerseyMonmouth,93,48,37,23.4,46,298748,28964,303154,320233,43.2,623387,359716,182304,172458,91807,1342,44.6,15.5,24.8,7.6,7.5,5.2,33.6
New Jersey,Morris,New JerseyMorris,84,47,35,20.1,54.1,232958,19630,242484,251899,42.6,494383,208041,92302,112331,107034,1215,51,12.9,23.9,5.3,6.9,5.6,30.9
New Jersey,Ocean,New JerseyOcean,84,48,35,34,30,252016,26397,285371,306568,42.9,591939,322036,203613,113359,65771,928,35.1,18.9,27.7,9.8,8.4,4.8,30.7
New Jersey,Passaic,New JerseyPassaic,100,47,36,34.5,28.2,214293,30894,245463,258578,37,504041,195726,80593,112287,63339,1461,32.3,17.2,24.2,7.8,18.4,3.2,27.6
New Jersey,Union,New JerseyUnion,111,56,38,28.6,36,248871,27340,269450,283616,38.5,553066,200561,61281,136519,73376,1330,37.1,17.2,23.9,7.4,14.4,3.7,31.1
New Jersey,Warren,New JerseyWarren,100,50,34,30.6,33,50947,4723,51936,54357,44,106293,53340,29867,22315,75500,2277,36.5,16.9,26.1,9.4,11.1,4.9,35.4
New Mexico,Bernalillo,New MexicoBernalillo,214,77,54,23.2,34.4,303820,26825,332271,345421,37.3,677692,315332,115674,192042,50386,670,40.2,19.9,23.9,8.3,7.7,4.4,21.9
New Mexico,Catron,New MexicoCatron,79,31,11,47.1,15.7,1075,84,1930,1609,59.1,3539,2325,1698,594,42047,6181,39.2,12.5,29.6,17.4,1.3,15.9,14.6
New Mexico,Chaves,New MexicoChaves,75,39,19,27.7,18,25832,2274,32600,32859,35.6,65459,22443,15656,6381,42177,2361,28.3,21.5,23.6,14.3,12.3,3.9,19.8
New Mexico,Eddy,New MexicoEddy,115,80,46,36.6,16.2,31384,2316,28989,28448,35.3,57437,23222,17454,5424,60703,3524,26.4,17.2,23.4,18.8,14.2,1.8,17.7
New Mexico,Lea,New MexicoLea,76,50,39,31.5,13.6,26281,3264,36137,33989,31.7,70126,20918,16531,4061,59285,2560,25,15.2,21.9,20.1,17.7,2.1,20.4
New Mexico,Lincoln,New MexicoLincoln,51,29,13,29.9,25.8,8154,789,9228,10254,51,19482,10306,6942,3194,42145,4891,28.1,25,25.8,11.4,9.8,7.6,21.1
New Mexico,Los Alamos,New MexicoLos,53,19,11,8.8,67.4,9603,371,9353,9003,42.5,18356,12293,4278,7554,110190,6543,67.7,12.6,13,4.2,2.5,2.9,15.7
New Mexico,Luna,New MexicoLuna,360,40,19,34.4,12.5,8727,1645,12020,12244,37.8,24264,8104,4407,3565,27602,1859,21.7,24.1,21.9,15.6,16.7,4.5,17.8
New Mexico,Rio Arriba,New MexicoRio,90,54,44,32.2,19.3,15455,1361,19250,20057,40.6,39307,16511,5390,10896,33422,2549,37.4,25.4,21.7,8.4,7,3.9,27.2
New Mexico,Sandoval,New MexicoSandoval,119,61,44,25.5,30.5,60627,5698,68955,71814,39.9,140769,76562,34174,40588,60345,1942,39.7,17.8,25.6,9.4,7.5,5.7,28.4
New Mexico,Santa Fe,New MexicoSanta,101,58,44,22.3,41,65455,5891,72344,76573,45.8,148917,82198,18325,62507,57945,1544,44.2,19.3,21.9,8,6.7,7.9,22.3
New Mexico,Socorro,New MexicoSocorro,49,28,12,37.4,22,5805,443,8799,8201,39.2,17000,7160,3255,3722,34008,3304,35.7,17.9,21.4,11.3,13.7,1.7,16.9
New Mexico,Taos,New MexicoTaos,64,43,20,28.2,28.7,13238,1729,16076,16812,48.2,32888,17035,3663,13030,35314,2651,34.7,26.9,22.3,11,5.1,12.2,20.2
New Mexico,Valencia,New MexicoValencia,105,61,44,33,18.5,27681,2486,38130,37826,39.1,75956,32274,17362,14262,43428,2047,27.6,21.4,23.2,15.8,12,5,28.8
New York,Albany,New YorkAlbany,143,55,38,23,41.8,146027,11299,148910,158516,37.9,307426,121529,45570,73189,62293,1234,44.7,17.3,25.1,5.5,7.5,3.5,20.4
New York,Bronx,New YorkBronx,108,61,39,27.9,20.1,494651,94436,676963,760909,33.9,1437872,329638,55849,271835,36593,389,25,33.4,23.5,7.1,11.1,3.1,44.2
New York,Chautauqua,New YorkChautauqua,93,47,35,35.5,22.2,48027,4702,63960,65696,42.5,129656,48428,31247,16200,44304,1256,29.9,19.4,22,9.8,18.8,3.7,18
New York,Dutchess,New YorkDutchess,87,44,33,26.8,35,131173,10888,146174,147720,42,293894,119539,59661,57720,75585,1986,39.7,19.4,23.5,9,8.4,5.6,32.2
New York,Erie,New YorkErie,155,52,37,27.6,34.4,397536,41755,444998,474868,40.4,919866,383952,178349,198808,54006,578,38.7,18.5,25.4,6.3,11.2,2.8,21.3
New York,Essex,New YorkEssex,80,47,38,34.4,26.8,15174,1344,19622,18129,47,37751,15185,7953,6970,55294,2424,32.2,23.7,22,11.3,10.8,6.1,21.9
New York,Hamilton,New YorkHamilton,54,44,34,27.2,16.8,1972,169,2347,2228,54,4575,2825,1917,863,55587,3147,25.3,26.2,19.1,23,6.4,2.4,25.3
New York,Jefferson,New YorkJefferson,90,44,33,34.7,22.2,39542,3753,59931,54517,32.4,114448,35530,22779,12053,50322,1205,32.2,22.1,23.6,12.3,9.8,5,17.4
New York,Kings,New YorkKings,77,47,23,25.7,37.5,1006852,144278,1231912,1368835,35.1,2600747,693937,174731,514133,52782,467,40.8,23.1,21.5,6.2,8.5,4.3,42.4
New York,Monroe,New YorkMonroe,80,52,36,23.4,38.6,328525,30774,359374,384874,38.9,744248,276241,122995,146403,55272,680,42.7,17.6,23.7,5.7,10.2,3.8,20.1
New York,Nassau,New YorkNassau,72,41,20,22.7,46,640035,58907,659405,697159,41.6,1356564,572706,286661,280288,105744,781,44.7,16.3,25.3,6.6,7.2,3.8,35.8
New York,New York,New YorkNew,108,56,37,26,36.6,8361006,928165,772144,860336,37.3,1632480,446861,65001,377605,79781,1158,60,13.9,20,2.2,3.8,6.7,31.8
New York,New York,New YorkNew,108,56,37,26,36.6,777583,82035,772144,860336,37.3,1632480,446861,65001,377605,79781,1158,60,13.9,20,2.2,3.8,6.7,31.8
New York,Niagara,New YorkNiagara,87,46,34,33.2,24.6,87906,10199,103127,108577,43.2,211704,87821,51355,34809,51656,1205,32.8,18.2,26.2,9,13.9,2.6,22
New York,Oneida,New YorkOneida,78,36,16,31.9,25.7,92473,8175,115089,115693,41.2,230782,84099,51950,30542,51316,933,35.3,20.4,23.4,8.3,12.6,4.4,19.6
New York,Onondaga,New YorkOnondaga,74,48,35,25.4,35.9,202037,18446,223995,240247,39,464242,176798,78994,93850,57271,864,41.2,17.4,25.3,6.7,9.4,4,20.1
New York,Orange,New YorkOrange,97,47,36,29.3,30.3,167957,15308,189484,188743,36.9,378227,139956,76218,61868,75146,1717,35.6,19,25.7,8.2,11.4,5.1,33.4
New York,Oswego,New YorkOswego,58,44,33,37.5,19,47549,4660,59648,59456,40,119104,44546,28914,14677,51755,1388,29.2,20.4,23,12.1,15.3,3.4,24.8
New York,Putnam,New YorkPutnam,64,44,32,27.1,39.6,46294,3785,49296,49774,44.1,99070,43661,25899,17106,99608,2584,41.5,16.7,25.1,10.6,6,5.3,39.2
New York,Queens,New YorkQueens,140,61,38,27.5,32.2,961214,137723,1114654,1183859,38.7,2298513,597928,181225,412393,62008,471,33.3,24.6,23.3,8.2,10.7,2.6,43.5
New York,Richmond,New YorkRichmond,108,52,36,30.4,33.9,188608,22456,229424,244677,40,474101,178751,110094,67223,76244,1481,40.7,19.3,23.2,8.7,8.1,2.5,44
New York,Rockland,New YorkRockland,93,48,34,22.5,41.1,140547,12356,158667,165019,36.1,323686,116024,63830,50926,88571,1624,44.3,19.3,23,6.7,6.7,5,31
New York,Saratoga,New YorkSaratoga,61,44,33,24.9,41.4,111029,7980,112468,114909,42.6,227377,107583,55248,49697,77548,1961,45.8,14.3,23.5,7.7,8.7,5.9,25.3
New York,St. Lawrence,New YorkSt.,118,69,14,36.8,23.8,39353,3501,55780,53778,38.9,109558,35519,21862,13036,48330,1867,34.2,22.6,21.4,11.4,10.4,5.1,20.9
New York,Steuben,New YorkSteuben,79,44,34,36.7,23.6,38592,3430,48397,48530,42.6,96927,38797,26781,11299,50157,1301,34.3,18.5,20.2,11,15.9,3.4,21.7
New York,Suffolk,New YorkSuffolk,133,59,37,27.3,36.3,699613,64951,732269,755632,41.3,1487901,601261,333617,259463,92838,928,38.4,17.2,25.7,9.4,9.4,3.6,32
New York,Tompkins,New YorkTompkins,64,44,34,19,53.5,44967,2962,50823,52139,30.9,102962,33015,9640,22624,56200,1682,51.4,17.9,19.2,5.7,5.7,6.3,18.6
New York,Wayne,New YorkWayne,80,46,34,33.7,22.6,39749,3172,44971,45885,43.6,90856,37425,23734,12799,53693,1648,33.4,15.5,23.9,10.7,16.5,3.2,24.9
New York,Westchester,New YorkWestchester,105,50,36,19.2,48.9,437772,40187,468898,499917,40.8,968815,350749,126013,220963,89968,1406,47.3,18.6,21.3,6.8,6,5.2,34.1
North Carolina,Alexander,North CarolinaAlexander,54,45,33,38.7,14.2,16377,1317,18942,18177,43.4,37119,20120,15806,4113,44523,2886,26.8,12.6,20.6,9.4,30.7,2.8,25.6
North Carolina,Avery,North CarolinaAvery,80,46,37,30.2,20.7,6825,462,9488,8013,44.4,17501,9339,7092,2171,37109,3320,29.8,25.7,20.7,14.1,9.7,3.4,22.5
North Carolina,Beaufort,North CarolinaBeaufort,34,6,0,32.5,20.6,18159,1228,22709,24534,45.7,47243,26128,16352,9575,41101,2273,31.5,17.4,20.8,14.1,16.1,4.3,25.1
North Carolina,Brunswick,North CarolinaBrunswick,100,34,0,27.9,29.9,47641,4605,61281,65579,52.8,126860,89183,55373,32984,51164,1371,29,21.5,25.3,13.4,10.8,6.7,24.2
North Carolina,Buncombe,North CarolinaBuncombe,97,45,31,23.2,40.1,125114,11366,122297,132177,42.1,254474,160855,62253,96383,48464,1288,39.6,18.9,22.8,8.7,10.1,8.5,20.1
North Carolina,Caldwell,North CarolinaCaldwell,50,44,31,32.5,15.7,32931,2823,40354,41425,44.1,81779,42438,31877,10105,40735,1356,24.5,17,22.7,11.6,24.2,3.7,23.4
North Carolina,Carteret,North CarolinaCarteret,61,43,34,25.6,29.1,29373,1947,33839,35081,47.9,68920,42367,29886,11999,51584,1561,35.1,20.3,22.7,12.9,9,5,23.2
North Carolina,Caswell,North CarolinaCaswell,61,44,31,33.6,15.9,8869,752,11393,11353,45.6,22746,11962,7040,4831,39428,2039,27.8,20.2,22.6,10.9,18.5,2.9,31
North Carolina,Catawba,North CarolinaCatawba,94,53,31,30,22.6,71632,6220,76703,80026,41.4,156729,82751,56203,25420,48649,1480,30.5,15.6,23.2,7.3,23.5,3.4,22.6
North Carolina,Cumberland,North CarolinaCumberland,81,49,35,25.9,25.5,114386,12001,165152,166954,31.2,332106,146204,59808,84110,44737,795,33,20.7,25.7,8.5,12.1,3.5,20.5
North Carolina,Davidson,North CarolinaDavidson,95,54,32,32.8,18.5,73311,5605,80508,84156,42.3,164664,84785,62143,21483,45806,1650,27.7,15.8,24,10.6,22,2.7,24.8
North Carolina,Durham,North CarolinaDurham,97,49,35,17.7,48.2,159304,11118,146535,159922,35.2,306457,177227,31827,142770,56393,1261,49,17,18.9,6.9,8.2,5,22.9
North Carolina,Edgecombe,North CarolinaEdgecombe,94,46,32,37.5,13.6,18511,2191,24856,28476,41,53332,25344,9162,16027,32929,1973,24.1,20.4,22.4,10.5,22.6,2.1,22
North Carolina,Forsyth,North CarolinaForsyth,97,56,40,25.7,34,170449,13700,176337,195236,38.3,371573,198469,84176,111769,48369,954,39.5,17.8,23,7,12.6,5,21.4
North Carolina,Graham,North CarolinaGraham,97,49,40,36.3,12.9,2772,305,4210,4347,46,8557,4619,3673,902,36030,5733,26.7,31.3,17,12.1,12.8,3.7,27.5
North Carolina,Granville,North CarolinaGranville,51,46,36,30.6,22.5,27832,1734,30046,28828,42.6,58874,31605,16651,14568,52089,1982,33.3,17.4,21.9,10.3,17,2.9,28.6
North Carolina,Guilford,North CarolinaGuilford,87,50,36,23.3,36,234933,22064,248019,275563,37.1,523582,281201,106384,171538,49253,816,38.1,16.8,25.2,6.8,13.1,5.5,21.5
North Carolina,Haywood,North CarolinaHaywood,93,50,35,26.4,26,26503,2160,29220,31213,47.6,60433,36265,22698,13095,45538,2404,31.7,21.1,20.7,13,13.5,3.1,22.8
North Carolina,Hyde,North CarolinaHyde,53,30,16,38.7,9.2,1614,183,2832,2561,40,5393,2470,1408,1035,40532,9884,26.9,16.4,24.2,22.9,9.6,7.1,24.7
North Carolina,Jackson,North CarolinaJackson,68,40,24,26.8,30.4,18286,1499,20838,21418,37.5,42256,21191,11263,9522,45078,4356,33.1,27.9,21.2,9.4,8.4,4.1,20.4
North Carolina,Johnston,North CarolinaJohnston,72,49,36,27.8,22.9,92056,6241,93865,97307,38.1,191172,110246,67901,40861,54610,1737,35.6,15.7,24.7,12.5,11.4,5.9,29.9
North Carolina,Lenoir,North CarolinaLenoir,58,45,32,31.9,14.9,25892,1708,27391,29836,42.2,57227,28177,14500,13494,37515,1768,28,21.8,20.1,11.5,18.6,1.6,22.2
North Carolina,Lincoln,North CarolinaLincoln,71,45,35,31.1,23,40410,2852,40372,41069,43.2,81441,49850,36167,13178,50782,1291,29.4,15.5,24.9,11.7,18.4,4.2,30
North Carolina,Macon,North CarolinaMacon,64,41,29,31,23.8,14416,1033,16630,17780,49.8,34410,20589,14152,6213,40659,2141,28.9,25.6,22.6,13.2,9.7,4,21.4
North Carolina,Martin,North CarolinaMartin,49,41,30,33.9,16.4,8267,617,10805,12249,46.1,23054,12536,6529,5910,35969,3249,28.3,19.5,23.7,10.6,17.9,2.4,24
North Carolina,Mecklenburg,North CarolinaMecklenburg,112,56,40,17,45.4,569616,47927,506721,547593,35,1054314,566192,178921,377501,61695,596,43.4,15.9,24.5,6.7,9.5,6.7,25.8
North Carolina,Mitchell,North CarolinaMitchell,103,36,20,33,20.5,5427,459,7400,7640,47.1,15040,8960,7041,1852,42534,2873,33.2,17.1,17.6,15.8,16.3,1.9,25.6
North Carolina,Montgomery,North CarolinaMontgomery,83,47,35,34.6,15.7,10573,755,13546,13792,43.3,27338,12779,8363,4305,38254,3424,24.7,18.4,16.7,16.1,24.1,2.6,24
North Carolina,New Hanover,North CarolinaNew,74,45,31,21.3,40.6,112078,8761,107274,116957,38.7,224231,129254,62420,64876,51457,941,39.7,19.4,25.1,8,7.8,7.3,20.4
North Carolina,Northampton,North CarolinaNorthampton,88,42,22,38.5,13.8,6978,550,9845,10341,49,20186,10075,3977,6048,33508,2581,28.3,20.9,21,13.1,16.9,2.7,25.6
North Carolina,Person,North CarolinaPerson,74,43,29,37.4,15.6,16766,1332,18989,20316,43.2,39305,21827,13154,8451,44921,2487,29.5,18.7,20.4,13.3,18.1,2.4,30.7
North Carolina,Pitt,North CarolinaPitt,95,47,33,23.8,32.7,81504,5946,83620,93752,32.2,177372,86217,38515,46607,43526,1420,37.4,21.1,22.7,7.2,11.6,4,20.6
North Carolina,Rockingham,North CarolinaRockingham,54,46,34,34.9,15.1,35723,3260,43989,47281,44.5,91270,47241,30997,15811,41700,1157,24.7,19.5,23.6,11.1,21.1,3.5,25.6
North Carolina,Rowan,North CarolinaRowan,88,52,39,32.6,18.5,59909,5174,69165,70440,40.2,139605,72756,49053,22889,46978,1605,29,17.6,21.4,12.6,19.3,2.9,24.2
North Carolina,Swain,North CarolinaSwain,119,47,33,30.6,18.2,6351,588,6799,7455,41.4,14254,7026,4152,2765,35271,2472,27.9,31.6,18.5,11.6,10.5,1.8,18.7
North Carolina,Union,North CarolinaUnion,50,44,31,24.6,35.4,113926,7247,111658,115036,38,226694,129475,79778,48199,70858,1509,39.3,15.1,24.1,9.1,12.5,7.2,29.5
North Carolina,Wake,North CarolinaWake,101,56,38,15.1,52.8,546490,37598,508866,537692,36,1046558,629804,225398,392146,73577,687,50.1,13.8,23.4,6,6.7,8.2,24.9
North Carolina,Yancey,North CarolinaYancey,105,58,44,33.2,20.3,7649,540,8648,9019,47.4,17667,11282,7481,3678,37610,2962,31.3,19.4,19.6,13.6,16.1,5.1,28.7
Ohio,Adams,OhioAdams,81,45,27,44.5,13.2,9968,1013,13950,13928,42,27878,11905,9660,2130,36320,2651,28.3,18.9,16.7,13.6,22.5,4.8,36.5
Ohio,Allen,OhioAllen,105,52,36,38.8,18.9,44181,4122,52371,51271,39,103642,46362,32052,13611,47905,1708,28.2,18.4,21.8,8.5,23.2,2,18.9
Ohio,Ashtabula,OhioAshtabula,93,44,31,44.6,14.3,40162,3645,49335,48801,42.4,98136,43253,26225,16207,43017,1597,26.1,18.4,21.4,9.2,24.9,2.7,25.9
Ohio,Athens,OhioAthens,61,41,24,35.1,30.2,25214,1993,32846,33090,28.9,65936,24876,10386,14047,37191,2008,36.5,23.5,22.8,7.8,9.4,4.5,20.2
Ohio,Belmont,OhioBelmont,66,30,12,42.4,16.7,25970,2918,34995,33477,44.5,68472,32534,23092,9007,46484,1587,28.3,20.4,22.4,14.1,14.8,2,23.2
Ohio,Butler,OhioButler,126,61,40,32.9,30.2,180029,14048,185536,192758,36.5,378294,182034,111722,67729,62188,1209,38.5,16.5,24.4,6.9,13.8,4.2,24.4
Ohio,Clark,OhioClark,108,57,40,37.9,18.7,57829,5116,65405,69793,41.1,135198,62870,38217,23625,46275,1248,29.1,18.5,23.2,8.4,20.7,3.5,22
Ohio,Clermont,OhioClermont,100,50,35,32.4,28.6,98953,7284,100124,103092,39.8,203216,108315,73077,33505,64183,1592,36.4,15.7,25.5,9.1,13.3,5.1,28
Ohio,Clinton,OhioClinton,97,54,39,39.1,18.9,16299,1479,20769,21127,39.9,41896,19940,15061,4556,49997,2050,27.4,16.6,24.2,10.4,21.4,4,25.6
Ohio,Columbiana,OhioColumbiana,31,7,1,44.7,14.9,42928,4452,52418,51585,44,104003,49169,35124,13183,45498,1393,25.7,18.1,22.2,10.8,23.3,2.7,25.3
Ohio,Cuyahoga,OhioCuyahoga,152,67,46,27.8,32.5,531193,61697,597647,656136,40.3,1253783,603721,195089,402315,46720,430,39.6,18.3,23.9,5.5,12.7,4,24.3
Ohio,Delaware,OhioDelaware,101,50,38,18.3,54.3,105395,5957,97504,99504,38.6,197008,124004,65163,56961,100229,2514,53.2,12.2,23.6,4.3,6.6,7.5,26.2
Ohio,Fayette,OhioFayette,80,49,35,45.9,16.3,12991,1032,13960,14685,40.7,28645,12305,9220,2911,44289,2298,26.7,16.8,24.2,10.5,21.9,3.4,24
Ohio,Franklin,OhioFranklin,102,58,40,24.6,40,652631,52518,622353,652980,34,1275333,604058,203154,391584,56319,509,42.4,16.9,24.1,5.1,11.5,4.4,21.8
Ohio,Gallia,OhioGallia,116,43,7,41.2,15.9,11253,976,14802,15393,40.6,30195,13358,10289,2911,42002,2864,27.8,19.8,22.3,11.2,18.9,5.2,29
Ohio,Geauga,OhioGeauga,100,61,41,25.3,38,43210,3119,46425,47536,44.6,93961,55381,33581,20980,77104,2375,40.8,14.8,23.3,9.8,11.3,8.2,28.3
Ohio,Greene,OhioGreene,93,51,39,24.5,39.2,77337,5303,81592,84219,38.1,165811,86616,50937,34023,65032,1700,45.2,16,22.9,6.1,9.8,4.3,21
Ohio,Guernsey,OhioGuernsey,50,40,3,42.7,14.6,16708,1588,19522,19752,42.5,39274,17806,13077,4498,42744,2537,27.3,17.6,22.6,12.5,20,3.3,24.4
Ohio,Hamilton,OhioHamilton,126,70,48,26.3,37.9,383560,32306,391728,420309,36.8,812037,417408,173015,238101,52389,581,41.4,17.7,23.6,5.8,11.5,4.5,23.2
Ohio,Hancock,OhioHancock,21,21,0,36,27.1,38943,2860,37306,38384,39.2,75690,37999,25796,11535,52831,2001,32.8,16.7,19.8,8.1,22.7,3.3,17.1
Ohio,Harrison,OhioHarrison,49,23,1,47.9,11.6,6133,621,7566,7741,46,15307,7500,5668,1742,46223,2725,24.5,17,21.1,16.7,20.7,2.7,28.3
Ohio,Jefferson,OhioJefferson,112,58,37,44.8,15.8,24721,2775,32489,34397,44.8,66886,32572,22309,9823,43161,1770,28.8,21.1,24.2,9.9,16,3.8,25
