State,Area name,First Word of Each County,Abbreviation,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
Minnesota,Sibley ,Sibley,MinnesotaSibley,39.2,16.4
Minnesota,Stearns ,Stearns,MinnesotaStearns,28,27.5
Minnesota,Steele ,Steele,MinnesotaSteele,33.7,26
Minnesota,Stevens ,Stevens,MinnesotaStevens,31.4,30.5
Minnesota,Swift ,Swift,MinnesotaSwift,32.7,19.6
Minnesota,Todd ,Todd,MinnesotaTodd,36.7,15.1
Minnesota,Traverse ,Traverse,MinnesotaTraverse,35.4,17.5
Minnesota,Wabasha ,Wabasha,MinnesotaWabasha,33,23.7
Minnesota,Wadena ,Wadena,MinnesotaWadena,37.1,13.8
Minnesota,Waseca ,Waseca,MinnesotaWaseca,36.4,21.4
Minnesota,Washington ,Washington,MinnesotaWashington,21,44.3
Minnesota,Watonwan ,Watonwan,MinnesotaWatonwan,41.3,15.5
Minnesota,Wilkin ,Wilkin,MinnesotaWilkin,28.7,23.8
Minnesota,Winona ,Winona,MinnesotaWinona,27.2,30.1
Minnesota,Wright ,Wright,MinnesotaWright,29.4,29.6
Minnesota,Yellow Medicine ,Yellow,MinnesotaYellow,35.4,17.2
Mississippi,Mississippi,Mississippi,MississippiMississippi,30.4,22
Mississippi,Adams ,Adams,MississippiAdams,33,17.4
Mississippi,Alcorn ,Alcorn,MississippiAlcorn,32.2,17.1
Mississippi,Amite ,Amite,MississippiAmite,39.3,12.6
Mississippi,Attala ,Attala,MississippiAttala,32.4,13.9
Mississippi,Benton ,Benton,MississippiBenton,33.4,11.5
Mississippi,Bolivar ,Bolivar,MississippiBolivar,24.9,23.6
Mississippi,Calhoun ,Calhoun,MississippiCalhoun,37.3,11.8
Mississippi,Carroll ,Carroll,MississippiCarroll,35.4,12.2
Mississippi,Chickasaw ,Chickasaw,MississippiChickasaw,38.4,12.4
Mississippi,Choctaw ,Choctaw,MississippiChoctaw,35.9,19.1
Mississippi,Claiborne ,Claiborne,MississippiClaiborne,28,24
Mississippi,Clarke ,Clarke,MississippiClarke,39.4,12.5
Mississippi,Clay ,Clay,MississippiClay,34.3,20.4
Mississippi,Coahoma ,Coahoma,MississippiCoahoma,25.2,16.5
Mississippi,Copiah ,Copiah,MississippiCopiah,34.4,14.5
Mississippi,Covington ,Covington,MississippiCovington,36.6,14.7
Mississippi,DeSoto ,DeSoto,MississippiDeSoto,29.2,25
Mississippi,Forrest ,Forrest,MississippiForrest,27.2,27.8
Mississippi,Franklin ,Franklin,MississippiFranklin,35.4,12
Mississippi,George ,George,MississippiGeorge,36.6,13.8
Mississippi,Greene ,Greene,MississippiGreene,33.7,9.7
Mississippi,Grenada ,Grenada,MississippiGrenada,27.8,21.3
Mississippi,Hancock ,Hancock,MississippiHancock,28.1,22
Mississippi,Harrison ,Harrison,MississippiHarrison,29.1,23.1
Mississippi,Hinds ,Hinds,MississippiHinds,25,29
Mississippi,Holmes ,Holmes,MississippiHolmes,41,10.2
Mississippi,Humphreys ,Humphreys,MississippiHumphreys,33.8,12.8
Mississippi,Issaquena ,Issaquena,MississippiIssaquena,31.9,3.2
Mississippi,Itawamba ,Itawamba,MississippiItawamba,31.1,13.2
Mississippi,Jackson ,Jackson,MississippiJackson,31.2,21.1
Mississippi,Jasper ,Jasper,MississippiJasper,38.5,15.1
Mississippi,Jefferson ,Jefferson,MississippiJefferson,37.9,15.9
Mississippi,Jefferson Davis ,Jefferson,MississippiJefferson,36.6,14.1
Mississippi,Jones ,Jones,MississippiJones,29.9,20.8
Mississippi,Kemper ,Kemper,MississippiKemper,38.3,14.7
Mississippi,Lafayette ,Lafayette,MississippiLafayette,18.7,45.6
Mississippi,Lamar ,Lamar,MississippiLamar,24.2,34.1
Mississippi,Lauderdale ,Lauderdale,MississippiLauderdale,27.5,19.7
Mississippi,Lawrence ,Lawrence,MississippiLawrence,33.6,17.6
Mississippi,Leake ,Leake,MississippiLeake,36.6,14.3
Mississippi,Lee ,Lee,MississippiLee,25.9,24.4
Mississippi,Leflore ,Leflore,MississippiLeflore,38.2,18.5
Mississippi,Lincoln ,Lincoln,MississippiLincoln,37.6,16.2
Mississippi,Lowndes ,Lowndes,MississippiLowndes,32,23.4
Mississippi,Madison ,Madison,MississippiMadison,17,48.4
Mississippi,Marion ,Marion,MississippiMarion,39.3,12.3
Mississippi,Marshall ,Marshall,MississippiMarshall,38.8,13.8
Mississippi,Monroe ,Monroe,MississippiMonroe,36,16.7
Mississippi,Montgomery ,Montgomery,MississippiMontgomery,33.3,19.3
Mississippi,Neshoba ,Neshoba,MississippiNeshoba,35.6,11.6
Mississippi,Newton ,Newton,MississippiNewton,30.9,16.4
Mississippi,Noxubee ,Noxubee,MississippiNoxubee,29.6,15.6
Mississippi,Oktibbeha ,Oktibbeha,MississippiOktibbeha,21.7,42.6
Mississippi,Panola ,Panola,MississippiPanola,36.6,14.9
Mississippi,Pearl River ,Pearl,MississippiPearl,30.4,16.7
Mississippi,Perry ,Perry,MississippiPerry,40.4,10.7
Mississippi,Pike ,Pike,MississippiPike,35.9,16.6
Mississippi,Pontotoc ,Pontotoc,MississippiPontotoc,29.1,18.1
Mississippi,Prentiss ,Prentiss,MississippiPrentiss,34.5,12.4
Mississippi,Quitman ,Quitman,MississippiQuitman,31.1,10.3
Mississippi,Rankin ,Rankin,MississippiRankin,26.7,29
Mississippi,Scott ,Scott,MississippiScott,37.5,11.4
Mississippi,Sharkey ,Sharkey,MississippiSharkey,27.9,19.5
Mississippi,Simpson ,Simpson,MississippiSimpson,30.1,16.2
Mississippi,Smith ,Smith,MississippiSmith,39.2,12.2
Mississippi,Stone ,Stone,MississippiStone,35.9,15.8
Mississippi,Sunflower ,Sunflower,MississippiSunflower,32.2,15.4
Mississippi,Tallahatchie ,Tallahatchie,MississippiTallahatchie,28.8,10.3
Mississippi,Tate ,Tate,MississippiTate,35.4,15.8
Mississippi,Tippah ,Tippah,MississippiTippah,36.2,15.2
Mississippi,Tishomingo ,Tishomingo,MississippiTishomingo,38.9,11.4
Mississippi,Tunica ,Tunica,MississippiTunica,33.4,16.9
Mississippi,Union ,Union,MississippiUnion,33.7,13.4
Mississippi,Walthall ,Walthall,MississippiWalthall,43.8,14.4
Mississippi,Warren ,Warren,MississippiWarren,30.5,22.4
Mississippi,Washington ,Washington,MississippiWashington,32.3,17.9
Mississippi,Wayne ,Wayne,MississippiWayne,38.4,15.3
Mississippi,Webster ,Webster,MississippiWebster,36.6,18.5
Mississippi,Wilkinson ,Wilkinson,MississippiWilkinson,40.6,13.7
Mississippi,Winston ,Winston,MississippiWinston,35.7,14.7
Mississippi,Yalobusha ,Yalobusha,MississippiYalobusha,40.2,13.8
Mississippi,Yazoo ,Yazoo,MississippiYazoo,38.6,13.4
Missouri,Missouri,Missouri,MissouriMissouri,30.6,29.2
Missouri,Adair ,Adair,MissouriAdair,34.4,31
Missouri,Andrew ,Andrew,MissouriAndrew,37.4,24.9
Missouri,Atchison ,Atchison,MissouriAtchison,39,23.1
Missouri,Audrain ,Audrain,MissouriAudrain,45.8,14.7
Missouri,Barry ,Barry,MissouriBarry,41.3,14.6
Missouri,Barton ,Barton,MissouriBarton,41.1,19.9
Missouri,Bates ,Bates,MissouriBates,44.2,16.1
Missouri,Benton ,Benton,MissouriBenton,40.3,13
Missouri,Bollinger ,Bollinger,MissouriBollinger,47.3,8.9
Missouri,Boone ,Boone,MissouriBoone,21.3,46.1
Missouri,Buchanan ,Buchanan,MissouriBuchanan,37.8,21.1
Missouri,Butler ,Butler,MissouriButler,37.3,13.3
Missouri,Caldwell ,Caldwell,MissouriCaldwell,43.7,18.1
Missouri,Callaway ,Callaway,MissouriCallaway,36.1,23.1
Missouri,Camden ,Camden,MissouriCamden,37.9,21.1
Missouri,Cape Girardeau ,Cape,MissouriCape,31.2,31.5
Missouri,Carroll ,Carroll,MissouriCarroll,44.3,16.7
Missouri,Carter ,Carter,MissouriCarter,43.2,15.5
Missouri,Cass ,Cass,MissouriCass,33.9,26.3
Missouri,Cedar ,Cedar,MissouriCedar,41.2,13.6
Missouri,Chariton ,Chariton,MissouriChariton,49.4,17.2
Missouri,Christian ,Christian,MissouriChristian,29.4,28.6
Missouri,Clark ,Clark,MissouriClark,43.5,12.8
Missouri,Clay ,Clay,MissouriClay,28.4,33.2
Missouri,Clinton ,Clinton,MissouriClinton,40,21.6
Missouri,Cole ,Cole,MissouriCole,29.7,33.3
Missouri,Cooper ,Cooper,MissouriCooper,37.5,22.1
Missouri,Crawford ,Crawford,MissouriCrawford,39.1,11.5
Missouri,Dade ,Dade,MissouriDade,44.8,12.7
Missouri,Dallas ,Dallas,MissouriDallas,44.5,12.9
Missouri,Daviess ,Daviess,MissouriDaviess,41,18.5
Missouri,DeKalb ,DeKalb,MissouriDeKalb,47.1,13.8
Missouri,Dent ,Dent,MissouriDent,41.4,15.3
Missouri,Douglas ,Douglas,MissouriDouglas,44,10.8
Missouri,Dunklin ,Dunklin,MissouriDunklin,38.2,13.8
Missouri,Franklin ,Franklin,MissouriFranklin,32.7,20.9
Missouri,Gasconade ,Gasconade,MissouriGasconade,38.5,19.2
Missouri,Gentry ,Gentry,MissouriGentry,42.5,19.1
Missouri,Greene ,Greene,MissouriGreene,28,30.5
Missouri,Grundy ,Grundy,MissouriGrundy,39,17.1
Missouri,Harrison ,Harrison,MissouriHarrison,46,16.5
Missouri,Henry ,Henry,MissouriHenry,40.7,15.9
Missouri,Hickory ,Hickory,MissouriHickory,44.5,9
Missouri,Holt ,Holt,MissouriHolt,43.3,19.7
Missouri,Howard ,Howard,MissouriHoward,37.1,25.2
Missouri,Howell ,Howell,MissouriHowell,38.9,18
Missouri,Iron ,Iron,MissouriIron,41.4,10.8
Missouri,Jackson ,Jackson,MissouriJackson,28.3,31.6
Missouri,Jasper ,Jasper,MissouriJasper,33.6,23.6
Missouri,Jefferson ,Jefferson,MissouriJefferson,31.6,20.4
Missouri,Johnson ,Johnson,MissouriJohnson,30.7,28.9
Missouri,Knox ,Knox,MissouriKnox,43.2,17.2
Missouri,Laclede ,Laclede,MissouriLaclede,40.8,14.6
Missouri,Lafayette ,Lafayette,MissouriLafayette,43.5,20.3
Missouri,Lawrence ,Lawrence,MissouriLawrence,38.7,16
Missouri,Lewis ,Lewis,MissouriLewis,45.9,13.6
Missouri,Lincoln ,Lincoln,MissouriLincoln,42.3,16.8
Missouri,Linn ,Linn,MissouriLinn,45.7,16.9
Missouri,Livingston ,Livingston,MissouriLivingston,39.8,18.8
Missouri,McDonald ,McDonald,MissouriMcDonald,41.3,11.5
Missouri,Macon ,Macon,MissouriMacon,45.1,16.3
Missouri,Madison ,Madison,MissouriMadison,36.5,15.6
Missouri,Maries ,Maries,MissouriMaries,40,15.8
Missouri,Marion ,Marion,MissouriMarion,37,22.4
Missouri,Mercer ,Mercer,MissouriMercer,47.3,18.9
Missouri,Miller ,Miller,MissouriMiller,40.6,19.4
Missouri,Mississippi ,Mississippi,MissouriMississippi,41.8,11.5
Missouri,Moniteau ,Moniteau,MissouriMoniteau,40.1,20.5
Missouri,Monroe ,Monroe,MissouriMonroe,48.4,12.4
Missouri,Montgomery ,Montgomery,MissouriMontgomery,44.7,14
Missouri,Morgan ,Morgan,MissouriMorgan,38.1,13.3
Missouri,New Madrid ,New,MissouriNew,46.7,12.1
Missouri,Newton ,Newton,MissouriNewton,34.5,20
Missouri,Nodaway ,Nodaway,MissouriNodaway,37.7,28.6
Missouri,Oregon ,Oregon,MissouriOregon,43,14.6
Missouri,Osage ,Osage,MissouriOsage,43.7,18.9
Missouri,Ozark ,Ozark,MissouriOzark,43.4,11
Missouri,Pemiscot ,Pemiscot,MissouriPemiscot,43.3,12.7
Missouri,Perry ,Perry,MissouriPerry,43.3,17.7
Missouri,Pettis ,Pettis,MissouriPettis,34.8,18
Missouri,Phelps ,Phelps,MissouriPhelps,30.4,29.1
Missouri,Pike ,Pike,MissouriPike,47.6,15.6
Missouri,Platte ,Platte,MissouriPlatte,22.1,43.1
Missouri,Polk ,Polk,MissouriPolk,39,19.9
Missouri,Pulaski ,Pulaski,MissouriPulaski,27.5,28.3
Missouri,Putnam ,Putnam,MissouriPutnam,42.8,19.3
Missouri,Ralls ,Ralls,MissouriRalls,49,14.9
Missouri,Randolph ,Randolph,MissouriRandolph,36.3,15.1
Missouri,Ray ,Ray,MissouriRay,45.1,14.6
Missouri,Reynolds ,Reynolds,MissouriReynolds,40.4,13.7
Missouri,Ripley ,Ripley,MissouriRipley,42.3,10.2
Missouri,St. Charles ,St.,MissouriSt.,24.6,38.9
Missouri,St. Clair ,St.,MissouriSt.,41.1,13.9
Missouri,Ste. Genevieve ,Ste.,MissouriSte.,39.3,19.7
Missouri,St. Francois ,St.,MissouriSt.,37.2,14.3
Missouri,St. Louis ,St.,MissouriSt.,21.2,43.6
Missouri,Saline ,Saline,MissouriSaline,37.8,19.4
Missouri,Schuyler ,Schuyler,MissouriSchuyler,46.2,12.6
Missouri,Scotland ,Scotland,MissouriScotland,41.5,14.2
Missouri,Scott ,Scott,MissouriScott,41.6,16.3
Missouri,Shannon ,Shannon,MissouriShannon,44.9,14.9
Missouri,Shelby ,Shelby,MissouriShelby,43.4,18.1
Missouri,Stoddard ,Stoddard,MissouriStoddard,41.5,13.3
Missouri,Stone ,Stone,MissouriStone,32.9,18.6
Missouri,Sullivan ,Sullivan,MissouriSullivan,50.2,11.7
Missouri,Taney ,Taney,MissouriTaney,33.6,19.9
Missouri,Texas ,Texas,MissouriTexas,38.6,13.5
Missouri,Vernon ,Vernon,MissouriVernon,40.5,18.9
Missouri,Warren ,Warren,MissouriWarren,37.6,19.1
Missouri,Washington ,Washington,MissouriWashington,37.4,9.9
Missouri,Wayne ,Wayne,MissouriWayne,39,9.6
Missouri,Webster ,Webster,MissouriWebster,37.3,16.8
Missouri,Worth ,Worth,MissouriWorth,43.6,20
Missouri,Wright ,Wright,MissouriWright,45.5,10.2
Missouri,St. Louis city,St.,MissouriSt.,23.9,36.3
Montana,Montana,Montana,MontanaMontana,28.8,32
Montana,Beaverhead ,Beaverhead,MontanaBeaverhead,28.8,35.4
Montana,Big Horn ,Big,MontanaBig,35.2,18.1
Montana,Blaine ,Blaine,MontanaBlaine,27.4,22.9
Montana,Broadwater ,Broadwater,MontanaBroadwater,32.2,27.1
Montana,Carbon ,Carbon,MontanaCarbon,31.1,30.4
Montana,Carter ,Carter,MontanaCarter,32.7,20.2
Montana,Cascade ,Cascade,MontanaCascade,32.8,25.7
Montana,Chouteau ,Chouteau,MontanaChouteau,33.9,28.3
Montana,Custer ,Custer,MontanaCuster,28.7,24.6
Montana,Daniels ,Daniels,MontanaDaniels,37,24
Montana,Dawson ,Dawson,MontanaDawson,34.2,22.2
Montana,Deer Lodge ,Deer,MontanaDeer,38.1,20.4
Montana,Fallon ,Fallon,MontanaFallon,37.5,19
Montana,Fergus ,Fergus,MontanaFergus,28.5,29.1
Montana,Flathead ,Flathead,MontanaFlathead,29.4,31
Montana,Gallatin ,Gallatin,MontanaGallatin,17.8,50.1
Montana,Garfield ,Garfield,MontanaGarfield,44.1,14.3
Montana,Glacier ,Glacier,MontanaGlacier,39.2,21.4
Montana,Golden Valley ,Golden,MontanaGolden,40.7,22.7
Montana,Granite ,Granite,MontanaGranite,31.5,28.9
Montana,Hill ,Hill,MontanaHill,30.2,25.4
Montana,Jefferson ,Jefferson,MontanaJefferson,26.5,35
Montana,Judith Basin ,Judith,MontanaJudith,32.2,26.6
Montana,Lake ,Lake,MontanaLake,28.5,29.6
Montana,Lewis and Clark ,Lewis,MontanaLewis,23.6,40.1
Montana,Liberty ,Liberty,MontanaLiberty,21.5,15.2
Montana,Lincoln ,Lincoln,MontanaLincoln,37.3,19.6
Montana,McCone ,McCone,MontanaMcCone,38.8,17.2
Montana,Madison ,Madison,MontanaMadison,30.8,31.2
Montana,Meagher ,Meagher,MontanaMeagher,40.3,29.3
Montana,Mineral ,Mineral,MontanaMineral,37,16.1
Montana,Missoula ,Missoula,MontanaMissoula,21.7,43
Montana,Musselshell ,Musselshell,MontanaMusselshell,42.8,16.3
Montana,Park ,Park,MontanaPark,29.9,31.5
Montana,Petroleum ,Petroleum,MontanaPetroleum,39.4,32.6
Montana,Phillips ,Phillips,MontanaPhillips,39.5,17.2
Montana,Pondera ,Pondera,MontanaPondera,33.5,24
Montana,Powder River ,Powder,MontanaPowder,29.7,24.4
Montana,Powell ,Powell,MontanaPowell,37.8,20.4
Montana,Prairie ,Prairie,MontanaPrairie,30.7,22.2
Montana,Ravalli ,Ravalli,MontanaRavalli,30.4,27.8
Montana,Richland ,Richland,MontanaRichland,35.2,18.9
Montana,Roosevelt ,Roosevelt,MontanaRoosevelt,31.6,17.4
Montana,Rosebud ,Rosebud,MontanaRosebud,30.7,17.8
Montana,Sanders ,Sanders,MontanaSanders,41.9,17.9
Montana,Sheridan ,Sheridan,MontanaSheridan,32.1,23.9
Montana,Silver Bow ,Silver,MontanaSilver,32,27.2
Montana,Stillwater ,Stillwater,MontanaStillwater,35.5,25
Montana,Sweet Grass ,Sweet,MontanaSweet,36.6,25.4
Montana,Teton ,Teton,MontanaTeton,31.8,24.9
Montana,Toole ,Toole,MontanaToole,40,15.2
Montana,Treasure ,Treasure,MontanaTreasure,31.5,25.4
Montana,Valley ,Valley,MontanaValley,34.5,21.5
Montana,Wheatland ,Wheatland,MontanaWheatland,34.2,19.6
Montana,Wibaux ,Wibaux,MontanaWibaux,37.2,23.4
Montana,Yellowstone ,Yellowstone,MontanaYellowstone,30.2,32.1
Montana,Yellowstone National Park,Yellowstone,MontanaYellowstone,,
Nebraska,Nebraska,Nebraska,NebraskaNebraska,26.1,31.9
Nebraska,Adams ,Adams,NebraskaAdams,28.1,24.3
Nebraska,Antelope ,Antelope,NebraskaAntelope,33.8,18.4
Nebraska,Arthur ,Arthur,NebraskaArthur,25.9,26.2
Nebraska,Banner ,Banner,NebraskaBanner,25.6,23.3
Nebraska,Blaine ,Blaine,NebraskaBlaine,31,23
Nebraska,Boone ,Boone,NebraskaBoone,37.6,21.1
Nebraska,Box Butte ,Box,NebraskaBox,33,17.1
Nebraska,Boyd ,Boyd,NebraskaBoyd,43.9,16.7
Nebraska,Brown ,Brown,NebraskaBrown,40.8,20.7
Nebraska,Buffalo ,Buffalo,NebraskaBuffalo,25.6,34.6
Nebraska,Burt ,Burt,NebraskaBurt,35.7,21.3
Nebraska,Butler ,Butler,NebraskaButler,37.6,21.4
Nebraska,Cass ,Cass,NebraskaCass,29.9,27.7
Nebraska,Cedar ,Cedar,NebraskaCedar,35.4,21
Nebraska,Chase ,Chase,NebraskaChase,25.8,21
Nebraska,Cherry ,Cherry,NebraskaCherry,31.5,22.9
Nebraska,Cheyenne ,Cheyenne,NebraskaCheyenne,27.6,25.4
Nebraska,Clay ,Clay,NebraskaClay,34.4,19.9
Nebraska,Colfax ,Colfax,NebraskaColfax,28.9,15.4
Nebraska,Cuming ,Cuming,NebraskaCuming,35.1,23.8
Nebraska,Custer ,Custer,NebraskaCuster,30,24
Nebraska,Dakota ,Dakota,NebraskaDakota,35.3,13
Nebraska,Dawes ,Dawes,NebraskaDawes,25.7,36.9
Nebraska,Dawson ,Dawson,NebraskaDawson,31.6,15.8
Nebraska,Deuel ,Deuel,NebraskaDeuel,33.6,15.9
Nebraska,Dixon ,Dixon,NebraskaDixon,35.3,21.2
Nebraska,Dodge ,Dodge,NebraskaDodge,35.2,19
Nebraska,Douglas ,Douglas,NebraskaDouglas,21.4,39.7
Nebraska,Dundy ,Dundy,NebraskaDundy,24.3,23.3
Nebraska,Fillmore ,Fillmore,NebraskaFillmore,33.5,21.4
Nebraska,Franklin ,Franklin,NebraskaFranklin,35.3,17.3
Nebraska,Frontier ,Frontier,NebraskaFrontier,29.2,21.5
Nebraska,Furnas ,Furnas,NebraskaFurnas,33,17.4
Nebraska,Gage ,Gage,NebraskaGage,35.7,20.8
Nebraska,Garden ,Garden,NebraskaGarden,31.9,22.5
Nebraska,Garfield ,Garfield,NebraskaGarfield,31.3,25.5
Nebraska,Gosper ,Gosper,NebraskaGosper,27.5,29.5
Nebraska,Grant ,Grant,NebraskaGrant,35.8,26.8
Nebraska,Greeley ,Greeley,NebraskaGreeley,34.3,16.3
Nebraska,Hall ,Hall,NebraskaHall,31.3,21.5
Nebraska,Hamilton ,Hamilton,NebraskaHamilton,30,25
Nebraska,Harlan ,Harlan,NebraskaHarlan,27.2,22.4
Nebraska,Hayes ,Hayes,NebraskaHayes,26.3,18.3
Nebraska,Hitchcock ,Hitchcock,NebraskaHitchcock,33.5,17.6
Nebraska,Holt ,Holt,NebraskaHolt,33,22.4
Nebraska,Hooker ,Hooker,NebraskaHooker,35.2,26.4
Nebraska,Howard ,Howard,NebraskaHoward,36.2,21.1
Nebraska,Jefferson ,Jefferson,NebraskaJefferson,37.3,17.8
Nebraska,Johnson ,Johnson,NebraskaJohnson,42.8,17.5
Nebraska,Kearney ,Kearney,NebraskaKearney,29.2,26.7
Nebraska,Keith ,Keith,NebraskaKeith,31.7,20.5
Nebraska,Keya Paha ,Keya,NebraskaKeya,32.1,25
Nebraska,Kimball ,Kimball,NebraskaKimball,36.3,16.1
Nebraska,Knox ,Knox,NebraskaKnox,33.8,21.6
Nebraska,Lancaster ,Lancaster,NebraskaLancaster,21.5,39.5
Nebraska,Lincoln ,Lincoln,NebraskaLincoln,28.5,23.2
Nebraska,Logan ,Logan,NebraskaLogan,30.1,19.6
Nebraska,Loup ,Loup,NebraskaLoup,29.4,25.3
Nebraska,McPherson ,McPherson,NebraskaMcPherson,23.8,22
Nebraska,Madison ,Madison,NebraskaMadison,30.4,23
Nebraska,Merrick ,Merrick,NebraskaMerrick,35.3,17.8
Nebraska,Morrill ,Morrill,NebraskaMorrill,32.3,19.5
Nebraska,Nance ,Nance,NebraskaNance,37.7,18.3
Nebraska,Nemaha ,Nemaha,NebraskaNemaha,29.9,27.8
Nebraska,Nuckolls ,Nuckolls,NebraskaNuckolls,34,20.9
Nebraska,Otoe ,Otoe,NebraskaOtoe,35.3,23.4
Nebraska,Pawnee ,Pawnee,NebraskaPawnee,40.6,17.1
Nebraska,Perkins ,Perkins,NebraskaPerkins,25.8,28.1
Nebraska,Phelps ,Phelps,NebraskaPhelps,29.9,23.5
Nebraska,Pierce ,Pierce,NebraskaPierce,33.3,23.2
Nebraska,Platte ,Platte,NebraskaPlatte,29.8,21.8
Nebraska,Polk ,Polk,NebraskaPolk,31,21.8
Nebraska,Red Willow ,Red,NebraskaRed,32.6,19.1
Nebraska,Richardson ,Richardson,NebraskaRichardson,36.2,19
Nebraska,Rock ,Rock,NebraskaRock,34,23.2
Nebraska,Saline ,Saline,NebraskaSaline,33.3,17.8
Nebraska,Sarpy ,Sarpy,NebraskaSarpy,21.7,39.8
Nebraska,Saunders ,Saunders,NebraskaSaunders,31,25.4
Nebraska,Scotts Bluff ,Scotts,NebraskaScotts,28.7,22.9
Nebraska,Seward ,Seward,NebraskaSeward,28.6,28.9
Nebraska,Sheridan ,Sheridan,NebraskaSheridan,32.8,22.8
Nebraska,Sherman ,Sherman,NebraskaSherman,36.2,20.2
Nebraska,Sioux ,Sioux,NebraskaSioux,29.4,30.6
Nebraska,Stanton ,Stanton,NebraskaStanton,31.6,17.8
Nebraska,Thayer ,Thayer,NebraskaThayer,35.6,18.8
Nebraska,Thomas ,Thomas,NebraskaThomas,22.8,24.7
Nebraska,Thurston ,Thurston,NebraskaThurston,32.9,16.4
Nebraska,Valley ,Valley,NebraskaValley,34.2,24.2
Nebraska,Washington ,Washington,NebraskaWashington,31.6,29.9
Nebraska,Wayne ,Wayne,NebraskaWayne,27.5,32.4
Nebraska,Webster ,Webster,NebraskaWebster,35.5,23
Nebraska,Wheeler ,Wheeler,NebraskaWheeler,32.5,19.4
Nebraska,York ,York,NebraskaYork,27.9,28.4
Nevada,Nevada,Nevada,NevadaNevada,28.1,24.7
Nevada,Churchill ,Churchill,NevadaChurchill,31.6,18.8
Nevada,Clark ,Clark,NevadaClark,28.5,24.5
Nevada,Douglas ,Douglas,NevadaDouglas,24.4,29.4
Nevada,Elko ,Elko,NevadaElko,32.8,16.6
Nevada,Esmeralda ,Esmeralda,NevadaEsmeralda,40.6,16.1
Nevada,Eureka ,Eureka,NevadaEureka,47.4,8.8
Nevada,Humboldt ,Humboldt,NevadaHumboldt,30.8,16.8
Nevada,Lander ,Lander,NevadaLander,38,12.4
Nevada,Lincoln ,Lincoln,NevadaLincoln,34.3,19.6
Nevada,Lyon ,Lyon,NevadaLyon,32.8,14.4
Nevada,Mineral ,Mineral,NevadaMineral,35.7,14.9
Nevada,Nye ,Nye,NevadaNye,38.9,10.7
Nevada,Pershing ,Pershing,NevadaPershing,37.2,11.1
Nevada,Storey ,Storey,NevadaStorey,27.8,31.4
Nevada,Washoe ,Washoe,NevadaWashoe,23.5,30.8
Nevada,White Pine ,White,NevadaWhite,41.5,13.2
Nevada,Carson City,Carson,NevadaCarson,26,22.2
New Hampshire,New Hampshire,New,New HampshireNew,27.4,37
New Hampshire,Belknap ,Belknap,New HampshireBelknap,29.5,32.6
New Hampshire,Carroll ,Carroll,New HampshireCarroll,29.5,34.3
New Hampshire,Cheshire ,Cheshire,New HampshireCheshire,31.4,33.1
New Hampshire,Coos ,Coos,New HampshireCoos,39,18.2
New Hampshire,Grafton ,Grafton,New HampshireGrafton,26.5,40.6
New Hampshire,Hillsborough ,Hillsborough,New HampshireHillsborough,25.8,38.1
New Hampshire,Merrimack ,Merrimack,New HampshireMerrimack,27.7,35.6
New Hampshire,Rockingham ,Rockingham,New HampshireRockingham,25.4,41.4
New Hampshire,Strafford ,Strafford,New HampshireStrafford,27.6,35.8
New Hampshire,Sullivan ,Sullivan,New HampshireSullivan,36.4,28.1
New Jersey,New Jersey,New,New JerseyNew,27.2,39.7
New Jersey,Atlantic ,Atlantic,New JerseyAtlantic,32,28.1
New Jersey,Bergen ,Bergen,New JerseyBergen,22.7,49.3
New Jersey,Burlington ,Burlington,New JerseyBurlington,28.1,38
New Jersey,Camden ,Camden,New JerseyCamden,29.5,32.5
New Jersey,Cape May ,Cape,New JerseyCape,32,32.8
New Jersey,Cumberland ,Cumberland,New JerseyCumberland,39.4,15.6
New Jersey,Essex ,Essex,New JerseyEssex,28,35.5
New Jersey,Gloucester ,Gloucester,New JerseyGloucester,32,33
New Jersey,Hudson ,Hudson,New JerseyHudson,25.1,42.3
New Jersey,Hunterdon ,Hunterdon,New JerseyHunterdon,21,52.7
New Jersey,Mercer ,Mercer,New JerseyMercer,24.6,42.6
New Jersey,Middlesex ,Middlesex,New JerseyMiddlesex,25.3,43.6
New Jersey,Monmouth ,Monmouth,New JerseyMonmouth,23.4,46
New Jersey,Morris ,Morris,New JerseyMorris,20.1,54.1
New Jersey,Ocean ,Ocean,New JerseyOcean,34,30
New Jersey,Passaic ,Passaic,New JerseyPassaic,34.5,28.2
New Jersey,Salem ,Salem,New JerseySalem,38.4,21
New Jersey,Somerset ,Somerset,New JerseySomerset,20.3,54.7
New Jersey,Sussex ,Sussex,New JerseySussex,30.6,36.1
New Jersey,Union ,Union,New JerseyUnion,28.6,36
New Jersey,Warren ,Warren,New JerseyWarren,30.6,33
New Mexico,New Mexico,New,New MexicoNew,26.5,27.3
New Mexico,Bernalillo ,Bernalillo,New MexicoBernalillo,23.2,34.4
New Mexico,Catron ,Catron,New MexicoCatron,47.1,15.7
New Mexico,Chaves ,Chaves,New MexicoChaves,27.7,18
New Mexico,Cibola ,Cibola,New MexicoCibola,32.2,14.2
New Mexico,Colfax ,Colfax,New MexicoColfax,29.4,21.7
New Mexico,Curry ,Curry,New MexicoCurry,26.7,19.2
