,State,Area name,First Word of Each County,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
1659,NJ,Bergen ,Bergen,22.7,49.3
1660,NJ,Burlington ,Burlington,28.1,38.0
1661,NJ,Camden ,Camden,29.5,32.5
1662,NJ,Cape May ,Cape,32.0,32.8
1663,NJ,Cumberland ,Cumberland,39.4,15.6
1664,NJ,Essex ,Essex,28.0,35.5
1665,NJ,Gloucester ,Gloucester,32.0,33.0
1666,NJ,Hudson ,Hudson,25.1,42.3
1667,NJ,Hunterdon ,Hunterdon,21.0,52.7
1668,NJ,Mercer ,Mercer,24.6,42.6
1669,NJ,Middlesex ,Middlesex,25.3,43.6
1670,NJ,Monmouth ,Monmouth,23.4,46.0
1671,NJ,Morris ,Morris,20.1,54.1
1672,NJ,Ocean ,Ocean,34.0,30.0
1673,NJ,Passaic ,Passaic,34.5,28.2
1674,NJ,Salem ,Salem,38.4,21.0
1675,NJ,Somerset ,Somerset,20.3,54.7
1676,NJ,Sussex ,Sussex,30.6,36.1
1677,NJ,Union ,Union,28.6,36.0
1678,NJ,Warren ,Warren,30.6,33.0
1679,NM,New Mexico,New,26.5,27.3
1680,NM,Bernalillo ,Bernalillo,23.2,34.4
1681,NM,Catron ,Catron,47.1,15.7
1682,NM,Chaves ,Chaves,27.7,18.0
1683,NM,Cibola ,Cibola,32.2,14.2
1684,NM,Colfax ,Colfax,29.4,21.7
1685,NM,Curry ,Curry,26.7,19.2
1686,NM,De Baca ,De,36.2,13.0
1687,NM,Dona Ana ,Dona,22.7,27.1
1688,NM,Eddy ,Eddy,36.6,16.2
1689,NM,Grant ,Grant,26.5,28.8
1690,NM,Guadalupe ,Guadalupe,47.5,7.6
1691,NM,Harding ,Harding,26.5,21.7
1692,NM,Hidalgo ,Hidalgo,35.1,14.6
1693,NM,Lea ,Lea,31.5,13.6
1694,NM,Lincoln ,Lincoln,29.9,25.8
1695,NM,Los Alamos ,Los,8.8,67.4
1696,NM,Luna ,Luna,34.4,12.5
1697,NM,McKinley ,McKinley,34.4,11.4
1698,NM,Mora ,Mora,34.1,11.0
1699,NM,Otero ,Otero,27.3,17.5
1700,NM,Quay ,Quay,35.7,17.1
1701,NM,Rio Arriba ,Rio,32.2,19.3
1702,NM,Roosevelt ,Roosevelt,28.1,23.9
1703,NM,Sandoval ,Sandoval,25.5,30.5
1704,NM,San Juan ,San,30.5,14.9
1705,NM,San Miguel ,San,27.6,21.4
1706,NM,Santa Fe ,Santa,22.3,41.0
1707,NM,Sierra ,Sierra,28.6,21.1
1708,NM,Socorro ,Socorro,37.4,22.0
1709,NM,Taos ,Taos,28.2,28.7
1710,NM,Torrance ,Torrance,37.7,14.8
1711,NM,Union ,Union,46.8,11.7
1712,NM,Valencia ,Valencia,33.0,18.5
1713,NY,New York,New,26.0,36.6
1714,NY,Albany ,Albany,23.0,41.8
1715,NY,Allegany ,Allegany,36.7,20.9
1716,NY,Bronx ,Bronx,27.9,20.1
1717,NY,Broome ,Broome,31.5,28.4
1718,NY,Cattaraugus ,Cattaraugus,39.2,19.1
1719,NY,Cayuga ,Cayuga,33.3,22.6
1720,NY,Chautauqua ,Chautauqua,35.5,22.2
1721,NY,Chemung ,Chemung,35.3,23.3
1722,NY,Chenango ,Chenango,39.0,18.7
1723,NY,Clinton ,Clinton,37.7,22.9
1724,NY,Columbia ,Columbia,30.0,32.7
1725,NY,Cortland ,Cortland,32.1,28.0
1726,NY,Delaware ,Delaware,37.6,22.6
1727,NY,Dutchess ,Dutchess,26.8,35.0
1728,NY,Erie ,Erie,27.6,34.4
1729,NY,Essex ,Essex,34.4,26.8
1730,NY,Franklin ,Franklin,37.7,19.1
1731,NY,Fulton ,Fulton,35.7,18.2
1732,NY,Genesee ,Genesee,36.0,22.3
1733,NY,Greene ,Greene,38.7,22.1
1734,NY,Hamilton ,Hamilton,27.2,16.8
1735,NY,Herkimer ,Herkimer,36.9,21.5
1736,NY,Jefferson ,Jefferson,34.7,22.2
1737,NY,Kings ,Kings,25.7,37.5
1738,NY,Lewis ,Lewis,44.7,18.4
1739,NY,Livingston ,Livingston,31.9,26.5
1740,NY,Madison ,Madison,34.8,26.2
1741,NY,Monroe ,Monroe,23.4,38.6
1742,NY,Montgomery ,Montgomery,35.4,17.8
1743,NY,Nassau ,Nassau,22.7,46.0
1744,NY,New York ,New,12.4,61.3
1745,NY,Niagara ,Niagara,33.2,24.6
1746,NY,Oneida ,Oneida,31.9,25.7
1747,NY,Onondaga ,Onondaga,25.4,35.9
1748,NY,Ontario ,Ontario,26.4,36.3
1749,NY,Orange ,Orange,29.3,30.3
1750,NY,Orleans ,Orleans,38.3,16.2
1751,NY,Oswego ,Oswego,37.5,19.0
1752,NY,Otsego ,Otsego,31.3,31.1
1753,NY,Putnam ,Putnam,27.1,39.6
1754,NY,Queens ,Queens,27.5,32.2
1755,NY,Rensselaer ,Rensselaer,29.0,32.0
1756,NY,Richmond ,Richmond,30.4,33.9
1757,NY,Rockland ,Rockland,22.5,41.1
1758,NY,St. Lawrence ,St.,36.8,23.8
1759,NY,Saratoga ,Saratoga,24.9,41.4
1760,NY,Schenectady ,Schenectady,29.5,32.1
1761,NY,Schoharie ,Schoharie,35.7,22.4
1762,NY,Schuyler ,Schuyler,33.5,23.5
1763,NY,Seneca ,Seneca,35.2,21.1
1764,NY,Steuben ,Steuben,36.7,23.6
1765,NY,Suffolk ,Suffolk,27.3,36.3
1766,NY,Sullivan ,Sullivan,33.8,24.8
1767,NY,Tioga ,Tioga,35.9,26.0
1768,NY,Tompkins ,Tompkins,19.0,53.5
1769,NY,Ulster ,Ulster,29.7,32.5
1770,NY,Warren ,Warren,30.6,31.3
1771,NY,Washington ,Washington,38.7,20.5
1772,NY,Wayne ,Wayne,33.7,22.6
1773,NY,Westchester ,Westchester,19.2,48.9
1774,NY,Wyoming ,Wyoming,40.0,17.7
1775,NY,Yates ,Yates,32.6,25.2
1776,NC,North Carolina,North,25.7,31.3
1777,NC,Alamance ,Alamance,27.7,24.8
1778,NC,Alexander ,Alexander,38.7,14.2
1779,NC,Alleghany ,Alleghany,29.0,17.3
1780,NC,Anson ,Anson,40.2,11.3
1781,NC,Ashe ,Ashe,31.8,19.7
1782,NC,Avery ,Avery,30.2,20.7
1783,NC,Beaufort ,Beaufort,32.5,20.6
1784,NC,Bertie ,Bertie,38.1,13.6
1785,NC,Bladen ,Bladen,33.4,15.8
1786,NC,Brunswick ,Brunswick,27.9,29.9
1787,NC,Buncombe ,Buncombe,23.2,40.1
1788,NC,Burke ,Burke,31.4,16.4
1789,NC,Cabarrus ,Cabarrus,25.2,32.3
1790,NC,Caldwell ,Caldwell,32.5,15.7
1791,NC,Camden ,Camden,29.4,17.1
1792,NC,Carteret ,Carteret,25.6,29.1
1793,NC,Caswell ,Caswell,33.6,15.9
1794,NC,Catawba ,Catawba,30.0,22.6
1795,NC,Chatham ,Chatham,21.2,42.4
1796,NC,Cherokee ,Cherokee,33.8,19.0
1797,NC,Chowan ,Chowan,33.4,21.7
1798,NC,Clay ,Clay,33.4,23.7
1799,NC,Cleveland ,Cleveland,34.4,17.6
1800,NC,Columbus ,Columbus,36.3,13.8
1801,NC,Craven ,Craven,26.0,25.3
1802,NC,Cumberland ,Cumberland,25.9,25.5
1803,NC,Currituck ,Currituck,28.8,23.5
1804,NC,Dare ,Dare,22.8,34.7
1805,NC,Davidson ,Davidson,32.8,18.5
1806,NC,Davie ,Davie,32.0,24.0
1807,NC,Duplin ,Duplin,31.8,12.1
1808,NC,Durham ,Durham,17.7,48.2
1809,NC,Edgecombe ,Edgecombe,37.5,13.6
1810,NC,Forsyth ,Forsyth,25.7,34.0
1811,NC,Franklin ,Franklin,29.8,22.0
1812,NC,Gaston ,Gaston,30.7,21.2
1813,NC,Gates ,Gates,37.9,14.3
1814,NC,Graham ,Graham,36.3,12.9
1815,NC,Granville ,Granville,30.6,22.5
1816,NC,Greene ,Greene,32.9,11.0
1817,NC,Guilford ,Guilford,23.3,36.0
1818,NC,Halifax ,Halifax,37.2,14.4
1819,NC,Harnett ,Harnett,29.9,21.9
1820,NC,Haywood ,Haywood,26.4,26.0
1821,NC,Henderson ,Henderson,24.2,31.8
1822,NC,Hertford ,Hertford,32.7,14.9
1823,NC,Hoke ,Hoke,28.7,17.7
1824,NC,Hyde ,Hyde,38.7,9.2
1825,NC,Iredell ,Iredell,28.3,28.4
1826,NC,Jackson ,Jackson,26.8,30.4
1827,NC,Johnston ,Johnston,27.8,22.9
1828,NC,Jones ,Jones,34.4,12.2
1829,NC,Lee ,Lee,26.8,21.5
1830,NC,Lenoir ,Lenoir,31.9,14.9
1831,NC,Lincoln ,Lincoln,31.1,23.0
1832,NC,McDowell ,McDowell,32.4,17.4
1833,NC,Macon ,Macon,31.0,23.8
1834,NC,Madison ,Madison,31.3,28.5
1835,NC,Martin ,Martin,33.9,16.4
1836,NC,Mecklenburg ,Mecklenburg,17.0,45.4
1837,NC,Mitchell ,Mitchell,33.0,20.5
1838,NC,Montgomery ,Montgomery,34.6,15.7
1839,NC,Moore ,Moore,21.6,37.4
1840,NC,Nash ,Nash,33.7,20.8
1841,NC,New Hanover ,New,21.3,40.6
1842,NC,Northampton ,Northampton,38.5,13.8
1843,NC,Onslow ,Onslow,30.0,22.9
1844,NC,Orange ,Orange,13.6,59.7
1845,NC,Pamlico ,Pamlico,31.0,18.5
1846,NC,Pasquotank ,Pasquotank,32.0,22.1
1847,NC,Pender ,Pender,27.6,27.9
1848,NC,Perquimans ,Perquimans,28.7,20.2
1849,NC,Person ,Person,37.4,15.6
1850,NC,Pitt ,Pitt,23.8,32.7
1851,NC,Polk ,Polk,25.1,29.1
1852,NC,Randolph ,Randolph,33.5,15.7
1853,NC,Richmond ,Richmond,32.2,15.7
1854,NC,Robeson ,Robeson,33.4,13.7
1855,NC,Rockingham ,Rockingham,34.9,15.1
1856,NC,Rowan ,Rowan,32.6,18.5
1857,NC,Rutherford ,Rutherford,32.5,17.8
1858,NC,Sampson ,Sampson,34.2,13.7
1859,NC,Scotland ,Scotland,33.9,15.5
1860,NC,Stanly ,Stanly,33.3,17.3
1861,NC,Stokes ,Stokes,40.0,14.1
1862,NC,Surry ,Surry,28.9,18.0
1863,NC,Swain ,Swain,30.6,18.2
1864,NC,Transylvania ,Transylvania,26.8,32.6
1865,NC,Tyrrell ,Tyrrell,36.5,10.6
1866,NC,Union ,Union,24.6,35.4
1867,NC,Vance ,Vance,37.0,14.8
1868,NC,Wake ,Wake,15.1,52.8
1869,NC,Warren ,Warren,36.7,15.8
1870,NC,Washington ,Washington,37.4,11.5
1871,NC,Watauga ,Watauga,20.7,42.2
1872,NC,Wayne ,Wayne,30.5,19.0
1873,NC,Wilkes ,Wilkes,31.7,15.8
1874,NC,Wilson ,Wilson,31.5,19.6
1875,NC,Yadkin ,Yadkin,33.8,11.6
1876,NC,Yancey ,Yancey,33.2,20.3
1877,ND,North Dakota,North,26.4,30.0
1878,ND,Adams ,Adams,34.3,25.6
1879,ND,Barnes ,Barnes,31.5,29.4
1880,ND,Benson ,Benson,29.5,16.2
1881,ND,Billings ,Billings,33.0,26.3
1882,ND,Bottineau ,Bottineau,27.8,24.0
1883,ND,Bowman ,Bowman,34.6,24.2
1884,ND,Burke ,Burke,27.8,22.8
1885,ND,Burleigh ,Burleigh,22.7,35.8
1886,ND,Cass ,Cass,20.1,40.2
1887,ND,Cavalier ,Cavalier,31.5,19.5
1888,ND,Dickey ,Dickey,27.8,28.8
1889,ND,Divide ,Divide,34.0,18.5
1890,ND,Dunn ,Dunn,33.7,21.3
1891,ND,Eddy ,Eddy,29.3,26.2
1892,ND,Emmons ,Emmons,35.2,18.2
1893,ND,Foster ,Foster,26.0,26.7
1894,ND,Golden Valley ,Golden,25.3,26.9
1895,ND,Grand Forks ,Grand,22.2,35.6
1896,ND,Grant ,Grant,36.1,18.1
1897,ND,Griggs ,Griggs,33.4,25.8
1898,ND,Hettinger ,Hettinger,33.8,13.0
1899,ND,Kidder ,Kidder,33.8,17.7
1900,ND,LaMoure ,LaMoure,28.9,24.6
1901,ND,Logan ,Logan,33.2,19.6
1902,ND,McHenry ,McHenry,33.6,21.4
1903,ND,McIntosh ,McIntosh,33.0,15.6
1904,ND,McKenzie ,McKenzie,28.4,25.8
1905,ND,McLean ,McLean,33.8,20.8
1906,ND,Mercer ,Mercer,27.0,21.7
1907,ND,Morton ,Morton,29.4,26.9
1908,ND,Mountrail ,Mountrail,33.9,20.4
1909,ND,Nelson ,Nelson,29.2,25.0
1910,ND,Oliver ,Oliver,30.8,21.1
1911,ND,Pembina ,Pembina,31.8,20.6
1912,ND,Pierce ,Pierce,35.2,21.0
1913,ND,Ramsey ,Ramsey,28.8,26.4
1914,ND,Ransom ,Ransom,35.4,19.1
1915,ND,Renville ,Renville,34.1,20.1
1916,ND,Richland ,Richland,27.1,21.3
1917,ND,Rolette ,Rolette,25.8,19.6
1918,ND,Sargent ,Sargent,36.4,18.5
1919,ND,Sheridan ,Sheridan,37.5,14.6
1920,ND,Sioux ,Sioux,32.4,15.0
1921,ND,Slope ,Slope,28.5,25.9
1922,ND,Stark ,Stark,32.1,22.4
1923,ND,Steele ,Steele,25.3,30.9
1924,ND,Stutsman ,Stutsman,33.8,23.7
1925,ND,Towner ,Towner,33.8,17.0
1926,ND,Traill ,Traill,26.0,28.9
1927,ND,Walsh ,Walsh,33.0,17.2
1928,ND,Ward ,Ward,30.0,29.3
1929,ND,Wells ,Wells,32.9,22.2
1930,ND,Williams ,Williams,27.1,23.6
1931,OH,Ohio,Ohio,33.0,28.3
1932,OH,Adams ,Adams,44.5,13.2
1933,OH,Allen ,Allen,38.8,18.9
1934,OH,Ashland ,Ashland,41.6,20.9
1935,OH,Ashtabula ,Ashtabula,44.6,14.3
1936,OH,Athens ,Athens,35.1,30.2
1937,OH,Auglaize ,Auglaize,43.5,18.9
1938,OH,Belmont ,Belmont,42.4,16.7
1939,OH,Brown ,Brown,45.6,14.9
1940,OH,Butler ,Butler,32.9,30.2
1941,OH,Carroll ,Carroll,49.7,13.3
1942,OH,Champaign ,Champaign,46.2,16.1
1943,OH,Clark ,Clark,37.9,18.7
1944,OH,Clermont ,Clermont,32.4,28.6
1945,OH,Clinton ,Clinton,39.1,18.9
1946,OH,Columbiana ,Columbiana,44.7,14.9
1947,OH,Coshocton ,Coshocton,47.3,13.2
1948,OH,Crawford ,Crawford,46.8,14.4
1949,OH,Cuyahoga ,Cuyahoga,27.8,32.5
1950,OH,Darke ,Darke,46.9,15.8
1951,OH,Defiance ,Defiance,42.1,18.0
1952,OH,Delaware ,Delaware,18.3,54.3
1953,OH,Erie ,Erie,37.2,23.2
1954,OH,Fairfield ,Fairfield,34.0,27.6
1955,OH,Fayette ,Fayette,45.9,16.3
1956,OH,Franklin ,Franklin,24.6,40.0
1957,OH,Fulton ,Fulton,41.7,17.6
1958,OH,Gallia ,Gallia,41.2,15.9
1959,OH,Geauga ,Geauga,25.3,38.0
1960,OH,Greene ,Greene,24.5,39.2
1961,OH,Guernsey ,Guernsey,42.7,14.6
1962,OH,Hamilton ,Hamilton,26.3,37.9
1963,OH,Hancock ,Hancock,36.0,27.1
1964,OH,Hardin ,Hardin,48.0,16.2
1965,OH,Harrison ,Harrison,47.9,11.6
1966,OH,Henry ,Henry,44.5,17.2
1967,OH,Highland ,Highland,45.4,13.4
1968,OH,Hocking ,Hocking,45.6,14.4
1969,OH,Holmes ,Holmes,32.9,9.7
1970,OH,Huron ,Huron,46.2,14.4
1971,OH,Jackson ,Jackson,42.1,14.5
1972,OH,Jefferson ,Jefferson,44.8,15.8
1973,OH,Knox ,Knox,39.8,23.0
1974,OH,Lake ,Lake,31.8,27.4
1975,OH,Lawrence ,Lawrence,43.9,14.9
1976,OH,Licking ,Licking,34.3,26.1
1977,OH,Logan ,Logan,48.4,16.5
1978,OH,Lorain ,Lorain,31.0,24.9
1979,OH,Lucas ,Lucas,29.7,26.3
1980,OH,Madison ,Madison,41.6,17.5
1981,OH,Mahoning ,Mahoning,37.6,24.2
1982,OH,Marion ,Marion,44.5,12.5
1983,OH,Medina ,Medina,31.0,33.9
1984,OH,Meigs ,Meigs,41.8,13.1
1985,OH,Mercer ,Mercer,45.3,18.3
1986,OH,Miami ,Miami,36.6,23.3
1987,OH,Monroe ,Monroe,51.8,12.5
1988,OH,Montgomery ,Montgomery,27.8,27.9
1989,OH,Morgan ,Morgan,43.9,10.2
1990,OH,Morrow ,Morrow,43.9,13.8
1991,OH,Muskingum ,Muskingum,41.6,16.1
1992,OH,Noble ,Noble,47.9,9.9
1993,OH,Ottawa ,Ottawa,35.2,23.1
1994,OH,Paulding ,Paulding,47.9,15.6
1995,OH,Perry ,Perry,47.5,12.2
1996,OH,Pickaway ,Pickaway,42.6,18.4
1997,OH,Pike ,Pike,40.2,12.6
1998,OH,Portage ,Portage,36.6,29.0
1999,OH,Preble ,Preble,43.9,16.3
2000,OH,Putnam ,Putnam,41.3,20.9
2001,OH,Richland ,Richland,39.4,18.3
2002,OH,Ross ,Ross,43.0,15.8
2003,OH,Sandusky ,Sandusky,42.4,16.1
2004,OH,Scioto ,Scioto,41.2,15.7
2005,OH,Seneca ,Seneca,45.2,16.8
2006,OH,Shelby ,Shelby,41.3,18.7
2007,OH,Stark ,Stark,38.2,22.8
2008,OH,Summit ,Summit,30.2,32.5
2009,OH,Trumbull ,Trumbull,44.5,18.7
2010,OH,Tuscarawas ,Tuscarawas,44.7,17.4
2011,OH,Union ,Union,32.0,35.5
2012,OH,Van Wert ,Van,44.3,16.6
2013,OH,Vinton ,Vinton,43.7,12.8
2014,OH,Warren ,Warren,25.8,43.0
2015,OH,Washington ,Washington,40.3,18.8
2016,OH,Wayne ,Wayne,39.0,22.2
2017,OH,Williams ,Williams,42.4,15.2
2018,OH,Wood ,Wood,30.7,33.5
2019,OH,Wyandot ,Wyandot,45.7,17.2
2020,OK,Oklahoma,Oklahoma,31.3,25.5
2021,OK,Adair ,Adair,46.6,11.6
2022,OK,Alfalfa ,Alfalfa,37.5,21.8
2023,OK,Atoka ,Atoka,40.3,15.0
2024,OK,Beaver ,Beaver,34.9,19.9
2025,OK,Beckham ,Beckham,36.2,16.8
2026,OK,Blaine ,Blaine,35.9,16.5
2027,OK,Bryan ,Bryan,32.8,21.9
2028,OK,Caddo ,Caddo,41.4,15.4
2029,OK,Canadian ,Canadian,29.8,27.4
2030,OK,Carter ,Carter,36.7,20.5
2031,OK,Cherokee ,Cherokee,31.3,26.3
2032,OK,Choctaw ,Choctaw,38.3,13.4
2033,OK,Cimarron ,Cimarron,36.0,22.8
2034,OK,Cleveland ,Cleveland,24.7,33.4
2035,OK,Coal ,Coal,41.6,17.3
2036,OK,Comanche ,Comanche,32.8,22.2
2037,OK,Cotton ,Cotton,41.8,13.7
2038,OK,Craig ,Craig,39.5,14.7
2039,OK,Creek ,Creek,40.0,17.0
2040,OK,Custer ,Custer,31.1,24.8
2041,OK,Delaware ,Delaware,35.8,18.1
2042,OK,Dewey ,Dewey,41.5,24.0
2043,OK,Ellis ,Ellis,34.5,20.1
2044,OK,Garfield ,Garfield,36.2,22.9
2045,OK,Garvin ,Garvin,45.0,14.7
2046,OK,Grady ,Grady,40.3,19.9
2047,OK,Grant ,Grant,36.9,24.6
2048,OK,Greer ,Greer,36.5,12.3
2049,OK,Harmon ,Harmon,25.1,20.7
2050,OK,Harper ,Harper,33.1,19.3
2051,OK,Haskell ,Haskell,37.4,16.2
2052,OK,Hughes ,Hughes,40.3,12.9
2053,OK,Jackson ,Jackson,26.9,23.3
2054,OK,Jefferson ,Jefferson,41.4,14.7
2055,OK,Johnston ,Johnston,34.9,20.1
2056,OK,Kay ,Kay,32.4,18.9
2057,OK,Kingfisher ,Kingfisher,38.3,22.4
2058,OK,Kiowa ,Kiowa,37.2,17.2
2059,OK,Latimer ,Latimer,36.8,17.2
2060,OK,Le Flore ,Le,41.1,14.6
2061,OK,Lincoln ,Lincoln,40.8,15.5
2062,OK,Logan ,Logan,32.5,27.7
2063,OK,Love ,Love,41.6,13.5
2064,OK,McClain ,McClain,32.8,25.0
2065,OK,McCurtain ,McCurtain,43.0,13.4
2066,OK,McIntosh ,McIntosh,42.7,13.9
2067,OK,Major ,Major,38.6,20.0
2068,OK,Marshall ,Marshall,35.6,14.8
2069,OK,Mayes ,Mayes,39.5,14.3
2070,OK,Murray ,Murray,38.0,17.4
2071,OK,Muskogee ,Muskogee,34.4,20.4
2072,OK,Noble ,Noble,41.5,23.2
2073,OK,Nowata ,Nowata,44.0,11.5
2074,OK,Okfuskee ,Okfuskee,39.6,11.6
2075,OK,Oklahoma ,Oklahoma,25.7,32.0
2076,OK,Okmulgee ,Okmulgee,36.0,14.1
2077,OK,Osage ,Osage,38.1,18.0
2078,OK,Ottawa ,Ottawa,36.3,14.5
2079,OK,Pawnee ,Pawnee,44.2,16.6
2080,OK,Payne ,Payne,27.4,37.4
2081,OK,Pittsburg ,Pittsburg,38.2,16.1
2082,OK,Pontotoc ,Pontotoc,32.9,28.2
2083,OK,Pottawatomie ,Pottawatomie,36.5,18.3
2084,OK,Pushmataha ,Pushmataha,42.5,14.3
2085,OK,Roger Mills ,Roger,36.4,16.2
2086,OK,Rogers ,Rogers,32.1,24.9
2087,OK,Seminole ,Seminole,34.0,14.3
2088,OK,Sequoyah ,Sequoyah,38.6,14.4
2089,OK,Stephens ,Stephens,42.2,16.9
2090,OK,Texas ,Texas,25.7,22.1
2091,OK,Tillman ,Tillman,33.4,17.3
2092,OK,Tulsa ,Tulsa,25.4,31.8
2093,OK,Wagoner ,Wagoner,32.9,23.2
2094,OK,Washington ,Washington,34.0,28.5
2095,OK,Washita ,Washita,41.5,20.8
2096,OK,Woods ,Woods,29.9,30.3
2097,OK,Woodward ,Woodward,39.9,19.4
2098,OR,Oregon,Oregon,22.7,33.7
2099,OR,Baker ,Baker,31.1,23.7
2100,OR,Benton ,Benton,13.3,54.1
2101,OR,Clackamas ,Clackamas,21.2,37.4
2102,OR,Clatsop ,Clatsop,26.7,24.4
2103,OR,Columbia ,Columbia,33.8,18.5
2104,OR,Coos ,Coos,30.2,17.8
2105,OR,Crook ,Crook,33.3,19.8
2106,OR,Curry ,Curry,27.4,24.6
2107,OR,Deschutes ,Deschutes,21.8,35.4
2108,OR,Douglas ,Douglas,32.3,17.3
2109,OR,Gilliam ,Gilliam,30.5,17.4
2110,OR,Grant ,Grant,36.0,18.9
2111,OR,Harney ,Harney,36.6,18.4
2112,OR,Hood River ,Hood,21.8,32.0
2113,OR,Jackson ,Jackson,26.1,27.8
2114,OR,Jefferson ,Jefferson,30.7,19.4
2115,OR,Josephine ,Josephine,31.0,17.5
2116,OR,Klamath ,Klamath,31.0,20.0
2117,OR,Lake ,Lake,34.5,16.4
2118,OR,Lane ,Lane,23.2,30.5
2119,OR,Lincoln ,Lincoln,27.3,24.9
2120,OR,Linn ,Linn,29.0,19.3
2121,OR,Malheur ,Malheur,31.4,13.7
2122,OR,Marion ,Marion,26.6,23.5
2123,OR,Morrow ,Morrow,33.1,9.0
2124,OR,Multnomah ,Multnomah,17.0,45.9
2125,OR,Polk ,Polk,23.5,31.0
2126,OR,Sherman ,Sherman,31.9,17.3
2127,OR,Tillamook ,Tillamook,28.7,21.8
2128,OR,Umatilla ,Umatilla,28.5,17.2
2129,OR,Union ,Union,32.2,24.5
2130,OR,Wallowa ,Wallowa,28.6,26.4
2131,OR,Wasco ,Wasco,29.1,19.6
2132,OR,Washington ,Washington,17.4,44.4
2133,OR,Wheeler ,Wheeler,37.1,14.9
2134,OR,Yamhill ,Yamhill,24.6,26.9
2135,PA,Pennsylvania,Pennsylvania,34.7,31.4
2136,PA,Adams ,Adams,39.9,22.3
2137,PA,Allegheny ,Allegheny,27.0,41.6
2138,PA,Armstrong ,Armstrong,49.0,16.7
2139,PA,Beaver ,Beaver,36.8,24.7
2140,PA,Bedford ,Bedford,51.3,14.7
2141,PA,Berks ,Berks,36.7,24.9
2142,PA,Blair ,Blair,45.0,21.3
2143,PA,Bradford ,Bradford,47.0,18.7
2144,PA,Bucks ,Bucks,28.2,41.3
2145,PA,Butler ,Butler,32.7,36.0
2146,PA,Cambria ,Cambria,45.4,21.1
2147,PA,Cameron ,Cameron,48.3,13.7
2148,PA,Carbon ,Carbon,45.3,17.9
2149,PA,Centre ,Centre,29.4,45.5
2150,PA,Chester ,Chester,20.8,53.0
2151,PA,Clarion ,Clarion,46.5,22.1
2152,PA,Clearfield ,Clearfield,49.5,15.1
2153,PA,Clinton ,Clinton,45.5,19.5
2154,PA,Columbia ,Columbia,43.0,22.9
2155,PA,Crawford ,Crawford,45.8,21.1
2156,PA,Cumberland ,Cumberland,32.0,36.6
2157,PA,Dauphin ,Dauphin,33.2,30.8
2158,PA,Delaware ,Delaware,30.2,39.0
2159,PA,Elk ,Elk,48.0,19.6
2160,PA,Erie ,Erie,38.5,27.9
2161,PA,Fayette ,Fayette,48.0,17.3
2162,PA,Forest ,Forest,57.4,8.1
2163,PA,Franklin ,Franklin,43.1,21.6
2164,PA,Fulton ,Fulton,52.2,13.6
2165,PA,Greene ,Greene,46.0,17.6
2166,PA,Huntingdon ,Huntingdon,48.8,17.4
2167,PA,Indiana ,Indiana,43.2,23.0
2168,PA,Jefferson ,Jefferson,51.1,15.9
2169,PA,Juniata ,Juniata,48.8,14.5
2170,PA,Lackawanna ,Lackawanna,36.9,28.3
2171,PA,Lancaster ,Lancaster,35.3,27.3
2172,PA,Lawrence ,Lawrence,43.3,22.1
2173,PA,Lebanon ,Lebanon,44.0,20.7
2174,PA,Lehigh ,Lehigh,32.9,29.9
2175,PA,Luzerne ,Luzerne,39.0,22.9
2176,PA,Lycoming ,Lycoming,38.9,23.4
2177,PA,McKean ,McKean,47.5,18.9
2178,PA,Mercer ,Mercer,43.0,22.8
2179,PA,Mifflin ,Mifflin,51.8,11.9
2180,PA,Monroe ,Monroe,35.1,24.7
2181,PA,Montgomery ,Montgomery,23.6,49.3
2182,PA,Montour ,Montour,40.1,31.6
2183,PA,Northampton ,Northampton,34.5,30.3
2184,PA,Northumberland ,Northumberland,49.8,16.6
2185,PA,Perry ,Perry,47.4,16.7
2186,PA,Philadelphia ,Philadelphia,32.6,29.7
2187,PA,Pike ,Pike,34.3,26.8
2188,PA,Potter ,Potter,47.0,15.4
2189,PA,Schuylkill ,Schuylkill,46.6,16.6
2190,PA,Snyder ,Snyder,45.6,19.8
2191,PA,Somerset ,Somerset,49.8,15.9
2192,PA,Sullivan ,Sullivan,47.7,17.2
2193,PA,Susquehanna ,Susquehanna,45.0,18.6
2194,PA,Tioga ,Tioga,45.3,19.1
2195,PA,Union ,Union,39.0,26.0
2196,PA,Venango ,Venango,48.0,18.7
2197,PA,Warren ,Warren,45.4,19.5
2198,PA,Washington ,Washington,37.3,30.0
2199,PA,Wayne ,Wayne,42.9,20.4
2200,PA,Westmoreland ,Westmoreland,36.9,29.1
2201,PA,Wyoming ,Wyoming,46.4,19.6
2202,PA,York ,York,39.6,24.9
2203,RI,Rhode Island,Rhode,28.3,34.2
2204,RI,Bristol ,Bristol,19.4,49.0
2205,RI,Kent ,Kent,28.0,33.3
2206,RI,Newport ,Newport,22.1,48.1
2207,RI,Providence ,Providence,31.0,29.0
2208,RI,Washington ,Washington,22.8,46.1
2209,SC,South Carolina,South,29.1,28.1
2210,SC,Abbeville ,Abbeville,34.0,15.6
2211,SC,Aiken ,Aiken,32.8,26.4
2212,SC,Allendale ,Allendale,45.9,9.2
2213,SC,Anderson ,Anderson,31.2,22.2
2214,SC,Bamberg ,Bamberg,32.5,18.8
2215,SC,Barnwell ,Barnwell,35.4,12.5
