,Unnamed: 0_x,State_x,County,Abbreviation,Year,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",Unnamed: 0_y,State_y,Area_name,First Word of Each County,Abbreivation,# Employed,# Unemployed
1237,744,Pennsylvania,Fayette,PennsylvaniaFayette,2020,100,51,37,48.0,17.3,2310,Pennsylvania,"Fayette County, PA",Fayette,PennsylvaniaFayette,49743,6594
1238,745,Pennsylvania,Franklin,PennsylvaniaFranklin,2020,50,42,32,43.1,21.6,2312,Pennsylvania,"Franklin County, PA",Franklin,PennsylvaniaFranklin,71308,5876
1239,746,Pennsylvania,Greene,PennsylvaniaGreene,2020,101,49,36,46.0,17.6,2314,Pennsylvania,"Greene County, PA",Greene,PennsylvaniaGreene,14425,1556
1240,747,Pennsylvania,Indiana,PennsylvaniaIndiana,2020,112,48,36,43.2,23.0,2316,Pennsylvania,"Indiana County, PA",Indiana,PennsylvaniaIndiana,34238,3428
1241,748,Pennsylvania,Lackawanna,PennsylvaniaLackawanna,2020,81,50,38,36.9,28.3,2319,Pennsylvania,"Lackawanna County, PA",Lackawanna,PennsylvaniaLackawanna,93870,9962
1242,749,Pennsylvania,Lancaster,PennsylvaniaLancaster,2020,153,62,43,35.3,27.3,2320,Pennsylvania,"Lancaster County, PA",Lancaster,PennsylvaniaLancaster,260618,21118
1243,750,Pennsylvania,Lawrence,PennsylvaniaLawrence,2020,93,43,31,43.3,22.1,2321,Pennsylvania,"Lawrence County, PA",Lawrence,PennsylvaniaLawrence,36080,4152
1244,751,Pennsylvania,Lebanon,PennsylvaniaLebanon,2020,115,55,30,44.0,20.7,2322,Pennsylvania,"Lebanon County, PA",Lebanon,PennsylvaniaLebanon,66060,5703
1245,752,Pennsylvania,Lehigh,PennsylvaniaLehigh,2020,93,52,37,32.9,29.9,2323,Pennsylvania,"Lehigh County, PA",Lehigh,PennsylvaniaLehigh,173080,18308
1246,753,Pennsylvania,Luzerne,PennsylvaniaLuzerne,2020,54,43,31,39.0,22.9,2324,Pennsylvania,"Luzerne County, PA",Luzerne,PennsylvaniaLuzerne,140183,17091
1247,754,Pennsylvania,Lycoming,PennsylvaniaLycoming,2020,109,51,37,38.9,23.4,2325,Pennsylvania,"Lycoming County, PA",Lycoming,PennsylvaniaLycoming,50970,4913
1248,755,Pennsylvania,Mercer,PennsylvaniaMercer,2020,105,54,38,43.0,22.8,2327,Pennsylvania,"Mercer County, PA",Mercer,PennsylvaniaMercer,43397,4651
1249,756,Pennsylvania,Monroe,PennsylvaniaMonroe,2020,80,44,33,35.1,24.7,2329,Pennsylvania,"Monroe County, PA",Monroe,PennsylvaniaMonroe,71996,9390
1250,757,Pennsylvania,Montgomery,PennsylvaniaMontgomery,2020,99,56,38,23.6,49.3,2330,Pennsylvania,"Montgomery County, PA",Montgomery,PennsylvaniaMontgomery,412925,34036
1251,758,Pennsylvania,Northampton,PennsylvaniaNorthampton,2020,117,54,38,34.5,30.3,2332,Pennsylvania,"Northampton County, PA",Northampton,PennsylvaniaNorthampton,144689,14239
1252,759,Pennsylvania,Philadelphia,PennsylvaniaPhiladelphia,2020,119,59,41,32.6,29.7,2335,Pennsylvania,"Philadelphia County/city, PA",Philadelphia,PennsylvaniaPhiladelphia,634409,89529
1253,760,Pennsylvania,Somerset,PennsylvaniaSomerset,2020,71,44,34,49.8,15.9,2340,Pennsylvania,"Somerset County, PA",Somerset,PennsylvaniaSomerset,29567,3094
1254,761,Pennsylvania,Susquehanna,PennsylvaniaSusquehanna,2020,71,40,23,45.0,18.6,2342,Pennsylvania,"Susquehanna County, PA",Susquehanna,PennsylvaniaSusquehanna,18323,1451
1255,762,Pennsylvania,Tioga,PennsylvaniaTioga,2020,79,47,37,45.3,19.1,2343,Pennsylvania,"Tioga County, PA",Tioga,PennsylvaniaTioga,17128,1703
1256,763,Pennsylvania,Warren,PennsylvaniaWarren,2020,95,24,9,45.4,19.5,2346,Pennsylvania,"Warren County, PA",Warren,PennsylvaniaWarren,17163,1505
1257,764,Pennsylvania,Washington,PennsylvaniaWashington,2020,100,58,41,37.3,30.0,2347,Pennsylvania,"Washington County, PA",Washington,PennsylvaniaWashington,95218,9871
1258,765,Pennsylvania,Westmoreland,PennsylvaniaWestmoreland,2020,81,50,35,36.9,29.1,2349,Pennsylvania,"Westmoreland County, PA",Westmoreland,PennsylvaniaWestmoreland,160646,16077
1259,766,Pennsylvania,Wyoming,PennsylvaniaWyoming,2020,76,43,25,46.4,19.6,2350,Pennsylvania,"Wyoming County, PA",Wyoming,PennsylvaniaWyoming,12144,1110
1260,767,Pennsylvania,York,PennsylvaniaYork,2020,97,57,40,39.6,24.9,2351,Pennsylvania,"York County, PA",York,PennsylvaniaYork,214165,18647
1261,779,Rhode Island,Kent,Rhode IslandKent,2020,133,47,31,28.0,33.3,2354,Rhode Island,"Kent County, RI",Kent,Rhode IslandKent,80562,7721
1262,780,Rhode Island,Providence,Rhode IslandProvidence,2020,112,54,40,31.0,29.0,2356,Rhode Island,"Providence County, RI",Providence,Rhode IslandProvidence,287648,32616
1263,781,Rhode Island,Washington,Rhode IslandWashington,2020,154,49,32,22.8,46.1,2357,Rhode Island,"Washington County, RI",Washington,Rhode IslandWashington,60597,5139
1264,782,South Carolina,Aiken,South CarolinaAiken,2020,71,44,32,32.8,26.4,2360,South Carolina,"Aiken County, SC",Aiken,South CarolinaAiken,71743,3788
1265,783,South Carolina,Anderson,South CarolinaAnderson,2020,71,46,35,31.2,22.2,2362,South Carolina,"Anderson County, SC",Anderson,South CarolinaAnderson,85475,5402
1266,784,South Carolina,Berkeley,South CarolinaBerkeley,2020,51,43,31,29.4,25.0,2366,South Carolina,"Berkeley County, SC",Berkeley,South CarolinaBerkeley,99042,5874
1267,785,South Carolina,Charleston,South CarolinaCharleston,2020,117,51,35,22.7,43.6,2368,South Carolina,"Charleston County, SC",Charleston,South CarolinaCharleston,198552,13387
1268,786,South Carolina,Chesterfield,South CarolinaChesterfield,2020,89,49,34,41.3,10.4,2371,South Carolina,"Chesterfield County, SC",Chesterfield,South CarolinaChesterfield,20511,1323
1269,787,South Carolina,Darlington,South CarolinaDarlington,2020,49,42,32,35.1,18.4,2374,South Carolina,"Darlington County, SC",Darlington,South CarolinaDarlington,28542,1979
1270,788,South Carolina,Edgefield,South CarolinaEdgefield,2020,115,46,33,36.7,16.7,2377,South Carolina,"Edgefield County, SC",Edgefield,South CarolinaEdgefield,10247,552
1271,789,South Carolina,Florence,South CarolinaFlorence,2020,95,42,28,32.9,23.6,2379,South Carolina,"Florence County, SC",Florence,South CarolinaFlorence,63406,3744
1272,790,South Carolina,Greenville,South CarolinaGreenville,2020,116,55,39,23.8,35.1,2381,South Carolina,"Greenville County, SC",Greenville,South CarolinaGreenville,241371,14613
1273,791,South Carolina,Horry,South CarolinaHorry,2020,50,44,32,32.5,23.6,2384,South Carolina,"Horry County, SC",Horry,South CarolinaHorry,134956,12741
1274,792,South Carolina,Lexington,South CarolinaLexington,2020,111,48,29,28.2,30.4,2390,South Carolina,"Lexington County, SC",Lexington,South CarolinaLexington,143882,6557
1275,793,South Carolina,Oconee,South CarolinaOconee,2020,0,0,0,29.0,25.8,2395,South Carolina,"Oconee County, SC",Oconee,South CarolinaOconee,33180,1876
1276,794,South Carolina,Richland,South CarolinaRichland,2020,117,49,35,22.5,39.1,2398,South Carolina,"Richland County, SC",Richland,South CarolinaRichland,188057,11661
1277,795,South Carolina,Spartanburg,South CarolinaSpartanburg,2020,112,54,40,29.3,24.5,2400,South Carolina,"Spartanburg County, SC",Spartanburg,South CarolinaSpartanburg,148274,10427
1278,796,South Carolina,York,South CarolinaYork,2020,92,47,35,25.1,33.3,2404,South Carolina,"York County, SC",York,South CarolinaYork,135143,8747
1279,797,South Dakota,Brookings,South DakotaBrookings,2020,87,55,38,25.2,40.3,2410,South Dakota,"Brookings County, SD",Brookings,South DakotaBrookings,17669,811
1280,798,South Dakota,Brown,South DakotaBrown,2020,75,47,23,31.6,29.4,2411,South Dakota,"Brown County, SD",Brown,South DakotaBrown,19678,904
1281,799,South Dakota,Codington,South DakotaCodington,2020,101,53,36,36.5,21.5,2419,South Dakota,"Codington County, SD",Codington,South DakotaCodington,14662,754
1282,800,South Dakota,Custer,South DakotaCuster,2020,119,54,41,35.0,23.5,2421,South Dakota,"Custer County, SD",Custer,South DakotaCuster,3834,243
1283,801,South Dakota,Hughes,South DakotaHughes,2020,76,30,14,27.3,34.7,2437,South Dakota,"Hughes County, SD",Hughes,South DakotaHughes,9574,335
1284,802,South Dakota,Jackson,South DakotaJackson,2020,90,51,39,33.5,17.8,2440,South Dakota,"Jackson County, SD",Jackson,South DakotaJackson,1155,52
1285,803,South Dakota,Meade,South DakotaMeade,2020,84,47,38,28.7,27.2,2451,South Dakota,"Meade County, SD",Meade,South DakotaMeade,13235,683
1286,804,South Dakota,Minnehaha,South DakotaMinnehaha,2020,90,52,35,26.4,33.1,2454,South Dakota,"Minnehaha County, SD",Minnehaha,South DakotaMinnehaha,108033,5135
1287,805,South Dakota,Pennington,South DakotaPennington,2020,91,62,31,27.5,31.5,2457,South Dakota,"Pennington County, SD",Pennington,South DakotaPennington,54074,3020
1288,806,South Dakota,Union,South DakotaUnion,2020,141,53,36,29.5,30.6,2468,South Dakota,"Union County, SD",Union,South DakotaUnion,8088,434
1289,807,Tennessee,Anderson,TennesseeAnderson,2020,64,46,35,32.9,23.3,2473,Tennessee,"Anderson County, TN",Anderson,TennesseeAnderson,32049,2311
1290,808,Tennessee,Blount,TennesseeBlount,2020,92,51,38,34.6,24.2,2477,Tennessee,"Blount County, TN",Blount,TennesseeBlount,59440,4065
1291,809,Tennessee,Claiborne,TennesseeClaiborne,2020,51,44,32,38.0,16.1,2485,Tennessee,"Claiborne County, TN",Claiborne,TennesseeClaiborne,11838,889
1292,810,Tennessee,Davidson,TennesseeDavidson,2020,116,58,41,22.1,41.7,2491,Tennessee,"Davidson County, TN",Davidson,TennesseeDavidson,369787,32271
1293,811,Tennessee,DeKalb,TennesseeDeKalb,2020,61,44,33,40.9,16.7,2493,Tennessee,"DeKalb County, TN",DeKalb,TennesseeDeKalb,6957,694
1294,812,Tennessee,Dyer,TennesseeDyer,2020,117,42,23,38.8,16.1,2495,Tennessee,"Dyer County, TN",Dyer,TennesseeDyer,14603,1276
1295,813,Tennessee,Hamilton,TennesseeHamilton,2020,151,55,40,26.9,32.2,2505,Tennessee,"Hamilton County, TN",Hamilton,TennesseeHamilton,169337,13015
1296,814,Tennessee,Jefferson,TennesseeJefferson,2020,74,48,37,39.1,16.8,2517,Tennessee,"Jefferson County, TN",Jefferson,TennesseeJefferson,22853,1844
1297,815,Tennessee,Knox,TennesseeKnox,2020,90,55,38,25.3,37.6,2519,Tennessee,"Knox County, TN",Knox,TennesseeKnox,228282,14361
1298,816,Tennessee,Lawrence,TennesseeLawrence,2020,72,37,20,44.3,14.3,2522,Tennessee,"Lawrence County, TN",Lawrence,TennesseeLawrence,17603,1489
1299,817,Tennessee,Loudon,TennesseeLoudon,2020,97,49,34,32.4,26.4,2525,Tennessee,"Loudon County, TN",Loudon,TennesseeLoudon,22072,1500
1300,818,Tennessee,Madison,TennesseeMadison,2020,108,42,25,35.3,25.6,2529,Tennessee,"Madison County, TN",Madison,TennesseeMadison,45343,3685
1301,819,Tennessee,Maury,TennesseeMaury,2020,91,42,22,35.7,23.0,2532,Tennessee,"Maury County, TN",Maury,TennesseeMaury,45854,4061
1302,820,Tennessee,McMinn,TennesseeMcMinn,2020,88,47,28,40.4,16.2,2526,Tennessee,"McMinn County, TN",McMinn,TennesseeMcMinn,21579,1814
1303,821,Tennessee,Montgomery,TennesseeMontgomery,2020,116,44,26,28.5,28.5,2535,Tennessee,"Montgomery County, TN",Montgomery,TennesseeMontgomery,79666,6568
1304,822,Tennessee,Putnam,TennesseePutnam,2020,105,40,23,36.5,26.4,2543,Tennessee,"Putnam County, TN",Putnam,TennesseePutnam,32661,2309
1305,823,Tennessee,Roane,TennesseeRoane,2020,91,46,26,36.3,19.8,2545,Tennessee,"Roane County, TN",Roane,TennesseeRoane,21508,1513
1306,824,Tennessee,Sevier,TennesseeSevier,2020,105,49,40,37.2,17.4,2550,Tennessee,"Sevier County, TN",Sevier,TennesseeSevier,48540,5181
1307,825,Tennessee,Shelby,TennesseeShelby,2020,152,61,44,27.5,31.6,2551,Tennessee,"Shelby County, TN",Shelby,TennesseeShelby,404507,43262
1308,826,Tennessee,Sullivan,TennesseeSullivan,2020,109,54,37,34.7,23.6,2554,Tennessee,"Sullivan County, TN",Sullivan,TennesseeSullivan,64370,4982
1309,827,Tennessee,Sumner,TennesseeSumner,2020,121,52,37,30.9,28.1,2555,Tennessee,"Sumner County, TN",Sumner,TennesseeSumner,95424,6645
1310,828,Tennessee,Williamson,TennesseeWilliamson,2020,71,47,37,13.3,59.8,2566,Tennessee,"Williamson County, TN",Williamson,TennesseeWilliamson,120874,6123
1311,829,Tennessee,Wilson,TennesseeWilson,2020,64,45,33,29.0,32.4,2567,Tennessee,"Wilson County, TN",Wilson,TennesseeWilson,71882,4812
1312,830,Texas,Atascosa,TexasAtascosa,2020,156,60,29,38.7,14.4,2575,Texas,"Atascosa County, TX",Atascosa,TexasAtascosa,19979,1843
1313,831,Texas,Bell,TexasBell,2020,135,61,40,26.0,25.2,2582,Texas,"Bell County, TX",Bell,TexasBell,134459,10099
1314,832,Texas,Bexar,TexasBexar,2020,158,77,49,25.4,28.0,2583,Texas,"Bexar County, TX",Bexar,TexasBexar,871017,71110
1315,833,Texas,Bowie,TexasBowie,2020,127,56,36,34.8,20.6,2587,Texas,"Bowie County, TX",Bowie,TexasBowie,35891,2864
1316,834,Texas,Brazoria,TexasBrazoria,2020,182,51,33,25.5,30.0,2588,Texas,"Brazoria County, TX",Brazoria,TexasBrazoria,162442,15267
1317,835,Texas,Brazos,TexasBrazos,2020,99,52,30,19.2,41.7,2589,Texas,"Brazos County, TX",Brazos,TexasBrazos,110366,6233
1318,836,Texas,Brewster,TexasBrewster,2020,80,50,40,21.3,40.0,2590,Texas,"Brewster County, TX",Brewster,TexasBrewster,3811,272
1319,837,Texas,Cameron,TexasCameron,2020,176,70,43,26.4,17.3,2599,Texas,"Cameron County, TX",Cameron,TexasCameron,151855,17219
1320,838,Texas,Collin,TexasCollin,2020,154,54,37,15.0,52.3,2611,Texas,"Collin County, TX",Collin,TexasCollin,534617,36006
1321,839,Texas,Culberson,TexasCulberson,2020,112,80,47,35.0,10.2,2623,Texas,"Culberson County, TX",Culberson,TexasCulberson,1075,75
1322,840,Texas,Dallas,TexasDallas,2020,135,67,42,22.6,31.5,2625,Texas,"Dallas County, TX",Dallas,TexasDallas,1251192,103841
1323,841,Texas,Denton,TexasDenton,2020,142,71,40,17.8,45.1,2629,Texas,"Denton County, TX",Denton,TexasDenton,471296,32666
1324,842,Texas,Ector,TexasEctor,2020,95,51,27,30.3,15.4,2636,Texas,"Ector County, TX",Ector,TexasEctor,73736,9116
1325,843,Texas,El Paso,TexasEl,2020,192,84,54,23.7,23.3,2639,Texas,"El Paso County, TX",El,TexasEl,333991,30094
1326,844,Texas,Ellis,TexasEllis,2020,125,58,39,27.7,24.3,2638,Texas,"Ellis County, TX",Ellis,TexasEllis,87937,5641
1327,845,Texas,Freestone,TexasFreestone,2020,10,1,0,33.2,15.3,2649,Texas,"Freestone County, TX",Freestone,TexasFreestone,5820,528
1328,846,Texas,Galveston,TexasGalveston,2020,143,62,40,24.9,31.1,2652,Texas,"Galveston County, TX",Galveston,TexasGalveston,150218,14390
1329,847,Texas,Gregg,TexasGregg,2020,86,46,32,28.2,21.3,2660,Texas,"Gregg County, TX",Gregg,TexasGregg,51883,4682
1330,848,Texas,Harris,TexasHarris,2020,179,80,50,23.4,31.5,2669,Texas,"Harris County, TX",Harris,TexasHarris,2088449,204310
1331,849,Texas,Harrison,TexasHarrison,2020,100,52,36,34.0,19.1,2670,Texas,"Harrison County, TX",Harrison,TexasHarrison,26843,2290
1332,850,Texas,Hidalgo,TexasHidalgo,2020,155,65,37,23.5,18.7,2676,Texas,"Hidalgo County, TX",Hidalgo,TexasHidalgo,318076,41893
1333,851,Texas,Hood,TexasHood,2020,100,48,33,30.0,26.4,2679,Texas,"Hood County, TX",Hood,TexasHood,25745,1833
1334,852,Texas,Howard,TexasHoward,2020,200,71,9,33.7,12.6,2682,Texas,"Howard County, TX",Howard,TexasHoward,12409,1093
1335,853,Texas,Hunt,TexasHunt,2020,87,45,32,34.0,19.9,2684,Texas,"Hunt County, TX",Hunt,TexasHunt,40659,2847
1336,854,Texas,Hutchinson,TexasHutchinson,2020,156,113,16,34.4,14.0,2685,Texas,"Hutchinson County, TX",Hutchinson,TexasHutchinson,7926,613
1337,855,Texas,Jefferson,TexasJefferson,2020,122,63,41,31.9,19.7,2691,Texas,"Jefferson County, TX",Jefferson,TexasJefferson,93022,12570
1338,856,Texas,Johnson,TexasJohnson,2020,105,50,34,35.9,18.7,2694,Texas,"Johnson County, TX",Johnson,TexasJohnson,77541,5390
1339,857,Texas,Karnes,TexasKarnes,2020,32,17,6,36.9,15.3,2696,Texas,"Karnes County, TX",Karnes,TexasKarnes,6567,440
1340,858,Texas,Kaufman,TexasKaufman,2020,134,56,37,32.4,20.5,2697,Texas,"Kaufman County, TX",Kaufman,TexasKaufman,62886,4377
1341,859,Texas,Kleberg,TexasKleberg,2020,168,66,35,26.7,24.6,2705,Texas,"Kleberg County, TX",Kleberg,TexasKleberg,12277,1125
1342,860,Texas,Lubbock,TexasLubbock,2020,81,40,20,25.6,30.1,2720,Texas,"Lubbock County, TX",Lubbock,TexasLubbock,147629,8996
1343,861,Texas,Maverick,TexasMaverick,2020,160,56,27,22.6,12.7,2730,Texas,"Maverick County, TX",Maverick,TexasMaverick,20821,3673
1344,862,Texas,McLennan,TexasMcLennan,2020,97,50,38,27.0,24.2,2723,Texas,"McLennan County, TX",McLennan,TexasMcLennan,112937,7410
1345,863,Texas,Milam,TexasMilam,2020,3,1,0,38.1,14.1,2734,Texas,"Milam County, TX",Milam,TexasMilam,9054,696
1346,864,Texas,Montgomery,TexasMontgomery,2020,129,62,40,22.8,34.5,2738,Texas,"Montgomery County, TX",Montgomery,TexasMontgomery,263501,21493
1347,865,Texas,Navarro,TexasNavarro,2020,153,68,40,29.0,15.9,2743,Texas,"Navarro County, TX",Navarro,TexasNavarro,21803,1442
1348,866,Texas,Nueces,TexasNueces,2020,159,64,40,29.3,21.8,2746,Texas,"Nueces County, TX",Nueces,TexasNueces,149232,14688
1349,867,Texas,Orange,TexasOrange,2020,103,62,41,37.2,15.5,2749,Texas,"Orange County, TX",Orange,TexasOrange,32241,3786
1350,868,Texas,Parker,TexasParker,2020,115,50,35,28.8,26.4,2752,Texas,"Parker County, TX",Parker,TexasParker,64129,4012
1351,869,Texas,Polk,TexasPolk,2020,71,43,31,39.5,13.1,2755,Texas,"Polk County, TX",Polk,TexasPolk,16755,1602
1352,870,Texas,Potter,TexasPotter,2020,138,67,22,32.0,14.9,2756,Texas,"Potter County, TX",Potter,TexasPotter,51189,2961
1353,871,Texas,Randall,TexasRandall,2020,90,64,42,22.8,32.4,2759,Texas,"Randall County, TX",Randall,TexasRandall,69134,3246
1354,872,Texas,Robertson,TexasRobertson,2020,29,1,0,35.5,16.1,2766,Texas,"Robertson County, TX",Robertson,TexasRobertson,6875,470
1355,873,Texas,Rockwall,TexasRockwall,2020,133,45,32,18.7,40.7,2767,Texas,"Rockwall County, TX",Rockwall,TexasRockwall,50009,3200
1356,874,Texas,Rusk,TexasRusk,2020,120,44,3,31.8,15.5,2769,Texas,"Rusk County, TX",Rusk,TexasRusk,20508,1619
1357,875,Texas,Smith,TexasSmith,2020,84,46,33,23.4,26.4,2780,Texas,"Smith County, TX",Smith,TexasSmith,101201,7343
1358,876,Texas,Tarrant,TexasTarrant,2020,159,77,45,24.0,32.3,2788,Texas,"Tarrant County, TX",Tarrant,TexasTarrant,1003269,79553
1359,877,Texas,Titus,TexasTitus,2020,36,7,0,33.4,16.3,2793,Texas,"Titus County, TX",Titus,TexasTitus,12412,891
1360,878,Texas,Travis,TexasTravis,2020,153,63,44,16.5,50.0,2795,Texas,"Travis County, TX",Travis,TexasTravis,694433,46579
1361,879,Texas,Victoria,TexasVictoria,2020,100,47,31,30.8,20.0,2803,Texas,"Victoria County, TX",Victoria,TexasVictoria,37761,3411
1362,880,Texas,Webb,TexasWebb,2020,160,65,41,25.3,18.9,2808,Texas,"Webb County, TX",Webb,TexasWebb,106376,9819
1363,881,Texas,Wilson,TexasWilson,2020,34,18,7,36.1,21.8,2815,Texas,"Wilson County, TX",Wilson,TexasWilson,23077,1396
1364,882,Utah,Box Elder,UtahBox,2020,147,51,40,31.0,23.9,2825,Utah,"Box Elder County, UT",Box,UtahBox,25272,1152
1365,883,Utah,Cache,UtahCache,2020,159,71,44,20.2,38.3,2826,Utah,"Cache County, UT",Cache,UtahCache,63497,1910
1366,884,Utah,Carbon,UtahCarbon,2020,93,51,43,27.1,17.1,2827,Utah,"Carbon County, UT",Carbon,UtahCarbon,8130,445
1367,885,Utah,Davis,UtahDavis,2020,155,77,44,21.2,37.8,2829,Utah,"Davis County, UT",Davis,UtahDavis,168737,7168
1368,886,Utah,Duchesne,UtahDuchesne,2020,125,64,45,36.7,14.7,2830,Utah,"Duchesne County, UT",Duchesne,UtahDuchesne,7179,603
1369,887,Utah,Garfield,UtahGarfield,2020,74,50,42,36.2,25.9,2832,Utah,"Garfield County, UT",Garfield,UtahGarfield,2365,269
1370,888,Utah,Iron,UtahIron,2020,86,50,40,23.6,29.8,2834,Utah,"Iron County, UT",Iron,UtahIron,23879,1115
1371,889,Utah,Salt Lake,UtahSalt,2020,194,87,50,22.6,35.6,2841,Utah,"Salt Lake County, UT",Salt,UtahSalt,609766,32591
1372,890,Utah,San Juan,UtahSan,2020,108,54,43,32.2,18.3,2842,Utah,"San Juan County, UT",San,UtahSan,4903,554
1373,891,Utah,Tooele,UtahTooele,2020,159,67,42,29.3,24.2,2846,Utah,"Tooele County, UT",Tooele,UtahTooele,33417,1667
1374,892,Utah,Uintah,UtahUintah,2020,119,65,45,34.9,15.8,2847,Utah,"Uintah County, UT",Uintah,UtahUintah,12157,1228
1375,893,Utah,Utah,UtahUtah,2020,150,77,45,22.8,34.0,2823,Utah,Utah,Utah,UtahUtah,1555782,76433
1376,893,Utah,Utah,UtahUtah,2020,150,77,45,22.8,34.0,2848,Utah,"Utah County, UT",Utah,UtahUtah,302248,11774
1379,894,Utah,Washington,UtahWashington,2020,112,61,44,23.4,28.1,2850,Utah,"Washington County, UT",Washington,UtahWashington,75007,4201
1380,895,Utah,Wayne,UtahWayne,2020,66,31,8,24.6,23.4,2851,Utah,"Wayne County, UT",Wayne,UtahWayne,1320,108
1381,896,Utah,Weber,UtahWeber,2020,140,71,44,29.6,24.5,2852,Utah,"Weber County, UT",Weber,UtahWeber,123697,6210
1382,897,Vermont,Bennington,VermontBennington,2020,70,45,35,29.1,36.2,2855,Vermont,"Bennington County, VT",Bennington,VermontBennington,16004,1128
1383,898,Vermont,Chittenden,VermontChittenden,2020,98,47,36,19.0,51.3,2857,Vermont,"Chittenden County, VT",Chittenden,VermontChittenden,88659,4451
1384,899,Vermont,Rutland,VermontRutland,2020,96,51,37,34.4,30.8,2864,Vermont,"Rutland County, VT",Rutland,VermontRutland,27352,2031
1385,900,Vermont,Windham,VermontWindham,2020,31,19,9,29.5,38.1,2866,Vermont,"Windham County, VT",Windham,VermontWindham,19687,1327
1386,904,Virginia,Albemarle,VirginiaAlbemarle,2020,66,47,35,15.8,55.1,2870,Virginia,"Albemarle County, VA",Albemarle,VirginiaAlbemarle,52792,3002
1387,905,Virginia,Arlington,VirginiaArlington,2020,90,46,33,7.8,75.3,2875,Virginia,"Arlington County, VA",Arlington,VirginiaArlington,144307,6773
1388,906,Virginia,Botetourt,VirginiaBotetourt,2020,69,20,3,32.3,28.3,2880,Virginia,"Botetourt County, VA",Botetourt,VirginiaBotetourt,16363,777
1389,907,Virginia,Bristol City,VirginiaBristol,2020,55,43,24,29.7,25.4,2965,Virginia,"Bristol city, VA",Bristol,VirginiaBristol,6750,566
1390,908,Virginia,Caroline,VirginiaCaroline,2020,64,45,34,37.7,19.9,2885,Virginia,"Caroline County, VA",Caroline,VirginiaCaroline,13995,1009
1391,909,Virginia,Carroll,VirginiaCarroll,2020,15,12,7,36.0,15.0,2886,Virginia,"Carroll County, VA",Carroll,VirginiaCarroll,12078,1075
1392,910,Virginia,Charles,VirginiaCharles,2020,67,44,31,38.3,14.7,2887,Virginia,"Charles City County, VA",Charles,VirginiaCharles,3375,235
1393,911,Virginia,Chesterfield,VirginiaChesterfield,2020,61,44,32,23.6,40.5,2889,Virginia,"Chesterfield County, VA",Chesterfield,VirginiaChesterfield,175116,10971
1394,912,Virginia,Covington City,VirginiaCovington,2020,84,33,10,44.4,15.6,2970,Virginia,"Covington city, VA",Covington,VirginiaCovington,2181,231
1395,913,Virginia,Fairfax,VirginiaFairfax,2020,100,54,38,12.8,61.6,2897,Virginia,"Fairfax County, VA",Fairfax,VirginiaFairfax,591882,36515
1396,913,Virginia,Fairfax,VirginiaFairfax,2020,100,54,38,12.8,61.6,2973,Virginia,"Fairfax city, VA",Fairfax,VirginiaFairfax,12304,734
1399,914,Virginia,Fauquier,VirginiaFauquier,2020,61,42,31,26.6,36.4,2898,Virginia,"Fauquier County, VA",Fauquier,VirginiaFauquier,35091,1721
1400,915,Virginia,Frederick,VirginiaFrederick,2020,78,45,35,32.4,28.3,2902,Virginia,"Frederick County, VA",Frederick,VirginiaFrederick,46376,2260
1401,916,Virginia,Giles,VirginiaGiles,2020,200,61,37,38.7,18.1,2903,Virginia,"Giles County, VA",Giles,VirginiaGiles,7255,484
1402,917,Virginia,Hampton City,VirginiaHampton,2020,64,45,34,29.1,26.9,2978,Virginia,"Hampton city, VA",Hampton,VirginiaHampton,59090,5514
1403,918,Virginia,Hanover,VirginiaHanover,2020,64,45,34,25.5,39.8,2910,Virginia,"Hanover County, VA",Hanover,VirginiaHanover,55136,2798
1404,919,Virginia,Henrico,VirginiaHenrico,2020,71,48,36,21.2,43.7,2911,Virginia,"Henrico County, VA",Henrico,VirginiaHenrico,168617,11704
1405,920,Virginia,Hopewell City,VirginiaHopewell,2020,15,13,6,36.7,14.8,2980,Virginia,"Hopewell city, VA",Hopewell,VirginiaHopewell,8758,1053
1406,921,Virginia,Loudoun,VirginiaLoudoun,2020,108,45,33,12.4,61.3,2921,Virginia,"Loudoun County, VA",Loudoun,VirginiaLoudoun,211258,11936
1407,922,Virginia,Lynchburg City,VirginiaLynchburg,2020,54,38,21,25.2,35.6,2982,Virginia,"Lynchburg city, VA",Lynchburg,VirginiaLynchburg,33405,2610
1408,923,Virginia,Madison,VirginiaMadison,2020,54,45,37,36.3,23.4,2924,Virginia,"Madison County, VA",Madison,VirginiaMadison,7026,280
1409,924,Virginia,Norfolk City,VirginiaNorfolk,2020,60,31,17,25.6,28.8,2987,Virginia,"Norfolk city, VA",Norfolk,VirginiaNorfolk,102074,9751
1410,925,Virginia,Prince Edward,VirginiaPrince,2020,49,42,30,34.1,26.8,2939,Virginia,"Prince Edward County, VA",Prince,VirginiaPrince,9415,652
1411,925,Virginia,Prince Edward,VirginiaPrince,2020,49,42,30,34.1,26.8,2940,Virginia,"Prince George County, VA",Prince,VirginiaPrince,13928,969
1412,925,Virginia,Prince Edward,VirginiaPrince,2020,49,42,30,34.1,26.8,2941,Virginia,"Prince William County, VA",Prince,VirginiaPrince,229901,16028
