,county,state,Abbreviation,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,Income,IncomeErr,Professional,Service,Office,Construction,Production,WorkAtHome,MeanCommute
1467,Kendall,Texas,TexasKendall,26419,20064,6008,81023,5739,44.8,16.5,22.6,9.1,7,7.6,31.2
1468,Kenedy,Texas,TexasKenedy,194,127,65,24800,15011,19.1,28.4,24,28.4,0,0,16.3
1469,Kennebec,Maine,MaineKennebec,,,,50116,1664,37.1,17.8,25.5,9.9,9.8,4.8,23.4
1470,Kenosha,Wisconsin,WisconsinKenosha,88691,44972,42191,57269,1659,32.4,18.6,23.4,9,16.5,2.9,25.9
1471,Kent,Delaware,DelawareKent,87025,41009,44552,57647,1456,33.5,19.8,22.9,9.9,13.8,4.2,26.3
1472,Kent,Maryland,MarylandKent,10015,4900,4914,56638,5150,36.5,19.8,23.3,11,9.4,11,26.7
1473,Kent,Michigan,MichiganKent,359223,165318,186753,57302,806,36.2,16,23.6,7.3,16.9,4.2,21.1
1474,Kent,Rhode Island,Rhode IslandKent,,,,69047,2197,38.4,17.9,25.4,8.2,10.1,2.9,25.3
1475,Kent,Texas,TexasKent,462,411,47,52250,12784,40.1,16.1,21.7,13.5,8.6,1.7,7.7
1476,Kenton,Kentucky,KentuckyKenton,82184,48123,32265,58674,1228,37.1,15.2,25.7,7.5,14.5,3.3,23.4
1477,Keokuk,Iowa,IowaKeokuk,5291,3797,1414,48399,3626,33.4,15.9,17.1,14.7,18.9,6.1,23.9
1478,Kern,California,CaliforniaKern,183717,94844,84946,50826,771,26.4,18.4,20.6,21.2,13.4,3.2,23.4
1479,Kerr,Texas,TexasKerr,27738,20858,6510,48698,2928,30.3,24.1,23.2,12.7,9.8,4.5,20
1480,Kershaw,South Carolina,South CarolinaKershaw,33629,20471,12699,46565,2217,31.9,16.4,24.1,12.4,15.1,2.5,26.8
1481,Kewaunee,Wisconsin,WisconsinKewaunee,12095,7927,3976,60320,2638,31.2,12.5,20,16,20.4,4.9,23
1482,Keweenaw,Michigan,MichiganKeweenaw,1557,862,672,41118,2163,33.6,32,16.2,6.7,11.4,7.9,21.2
1483,Keya,Nebraska,NebraskaKeya,529,476,49,48864,8813,48.4,11,16.6,20.1,4,28.3,18.8
1484,Kidder,New Dakota,New DakotaKidder,1460,1215,221,60225,5938,37.6,16.5,20.6,16.1,9.1,10.8,23.7
1485,Kimball,Nebraska,NebraskaKimball,1860,1553,267,43017,4597,28,14.1,28,9.4,20.4,4,14.3
1486,Kimble,Texas,TexasKimble,2292,1987,284,41095,2463,26,22.1,24.6,17.9,9.4,3.4,20.6
1487,King,Texas,TexasKing,159,151,8,56964,20503,38.2,8.1,15,36.4,2.3,4,12.4
1488,King,Washington,WashingtonKing,1197363,267523,904132,83571,617,51,15,19.9,5.5,8.5,6.5,29.1
1489,King,Virginia,VirginiaKing,14164,8446,5404,84770,6188,41.7,18.1,21.2,9.2,9.7,3.9,37.1
1490,King,Virginia,VirginiaKing,10722,7320,3260,67423,3839,34.9,11.1,22.9,16.8,14.2,3.8,37.4
1491,King,Virginia,VirginiaKing,4104,2450,1590,51495,9813,27.7,20.5,17.4,18.7,15.6,5.7,34.6
1492,Kingfisher,Oklahoma,OklahomaKingfisher,6465,5521,854,62829,4672,36.1,14.4,20.6,15.9,12.9,5.9,19
1493,Kingman,Kansas,KansasKingman,3929,3102,745,57593,6462,32.6,14.4,19.4,17.1,16.4,5.4,22.1
1494,Kings,California,CaliforniaKings,41933,23169,17729,49742,1744,24.4,21.4,20.8,19.5,13.8,5,22.4
1495,Kings,New York,New YorkKings,693937,174731,514133,52782,467,40.8,23.1,21.5,6.2,8.5,4.3,42.4
1496,Kingsbury,South Dakota,South DakotaKingsbury,2779,1904,819,58794,3490,38.8,12.6,17.2,15.2,16.2,11.4,20.6
1497,Kinney,Texas,TexasKinney,1603,1144,446,34926,7639,24.2,38.6,10.7,21.6,4.9,7.3,18.7
1498,Kiowa,Colorado,ColoradoKiowa,902,795,98,39250,3911,33.1,23.4,18.2,14.4,10.9,7.5,16.3
1499,Kiowa,Kansas,KansasKiowa,1139,957,153,48226,3193,40.2,17.1,16.9,14.8,11,6.1,14.5
1500,Kiowa,Oklahoma,OklahomaKiowa,3427,2673,699,38191,2812,31.2,18.7,17.9,14.8,17.5,5,20.9
1501,Kit,Colorado,ColoradoKit,3792,3084,644,45881,4121,30.4,18.3,22.7,21.7,6.9,7.3,12.1
1502,Kitsap,Washington,WashingtonKitsap,156733,61204,89812,68336,1336,38.9,18.8,21.3,10.4,10.5,6.1,30.3
1503,Kittitas,Washington,WashingtonKittitas,25579,13778,11004,53163,1678,33,22.4,21.8,12,10.9,5.1,21.3
1504,Kittson,Minnesota,MinnesotaKittson,2639,1546,1006,52304,3158,32.8,16.9,18.4,9.5,22.4,8.3,20.6
1505,Klamath,Oregan,OreganKlamath,36331,25048,10260,42531,1905,29,21.3,24.5,10.9,14.3,6,16.2
1506,Kleberg,Texas,TexasKleberg,11041,5557,5359,41700,3197,31.1,20.7,20.3,16,11.8,1.8,17.6
1507,Klickitat,Washington,WashingtonKlickitat,12720,6866,5608,51258,2597,32.8,17.7,19.9,16.6,12.9,12,24.1
1508,Knott,Kentucky,KentuckyKnott,6251,4779,1412,30503,3546,31.2,21.5,24.4,13,9.9,2,29.3
1509,Knox,Illinois,IllinoisKnox,22716,11818,10421,41972,1269,30.2,20.3,21.5,8.9,19.1,2.7,17.8
1510,Knox,Indiana,IndianaKnox,16027,11654,4067,44837,1750,27.1,21.1,19.3,10.4,22.1,1.5,18.4
1511,Knox,Kentucky,KentuckyKnox,13279,11010,2111,26061,2043,28.3,18,24.6,10.1,19.1,2,21.6
1512,Knox,Maine,MaineKnox,1003,540,415,53117,2506,33.6,17.2,23.9,15.3,10,6.6,17.4
1513,Knox,Missouri,MissouriKnox,1856,1486,340,39674,3273,33.3,12.9,21.3,16,16.6,10,22.8
1514,Knox,Nebraska,NebraskaKnox,4693,3719,903,48072,3296,36.5,16.9,20.1,14.3,12.1,7.3,17.2
1515,Knox,Ohio,OhioKnox,30703,21825,8433,51211,1892,32.3,18.7,20.1,10.1,18.7,5.5,24.9
1516,Knox,Tennessee,TennesseeKnox,219869,124339,91097,52458,751,40.5,17.3,25.4,6.8,10,4.9,21.9
1517,Knox,Texas,TexasKnox,1456,1180,265,46319,5444,32.6,13.5,15.8,25.2,12.9,4.4,17.5
1518,Koochiching,Minnesota,MinnesotaKoochiching,6920,4131,2657,47131,5312,27.1,19.5,24,10.7,18.7,4.2,16.2
1519,Kootenai,Idaho,IdahoKootenai,89878,62837,24312,53189,1643,32,18.9,26.7,11.7,10.6,5.5,21.7
1520,Kosciusko,Indiana,IndianaKosciusko,35846,26476,8350,57190,1972,28.6,13.3,21.1,8.9,28.1,3.6,19.7
1521,Kossuth,Iowa,IowaKossuth,9077,6275,2696,54868,2977,35.1,13.5,21.7,11.8,17.9,5.7,14.7
1522,La,Wisconsin,WisconsinLa,67884,28684,37846,54127,1324,36.6,19.9,23,6.4,14.1,3.2,18
1523,La,Arizona,ArizonaLa,7458,5129,2236,36479,4789,26.4,26.8,18.4,18.2,10.1,8.3,12.9
1524,La,Colorado,ColoradoLa,35524,14194,20450,62533,2438,40.1,18.4,22.6,11.2,7.6,6.8,21.4
1525,La,Texas,TexasLa,2406,1335,1052,44601,8414,29.6,14.8,19.3,22.4,14,3.2,19.5
1526,La,Lousiana,LousianaLa,,,,,,,,,,,,
1527,LaGrange,Indiana,IndianaLaGrange,10633,8110,2355,58336,2617,20.8,11.1,16,10.7,41.5,5.3,22.9
1528,LaMoure,New Dakota,New DakotaLaMoure,2219,1645,527,57463,3896,40,12.7,18.1,14.5,14.7,13,17.5
1529,LaPorte,Indiana,IndianaLaPorte,49469,25991,22419,49921,1962,26.6,19.5,22.7,10.2,21,3.7,22.1
1530,LaSalle,Illinois,IllinoisLaSalle,52053,29482,21491,54693,1378,28,19.1,22.6,10.6,19.6,3.5,22.8
1531,Labette,Kansas,KansasLabette,8414,5639,2607,45706,2966,32.6,20.3,17.5,9.4,20.2,3.2,15.8
1532,Lac,Minnesota,MinnesotaLac,4039,2527,1445,50195,2240,37.3,17.2,19.2,12.2,14,9.7,16.1
1533,Lackawanna,Pennsylvania,PennsylvaniaLackawanna,113975,51501,61124,48380,1117,35.1,17.2,24.8,8.3,14.7,3.7,20.9
1534,Laclede,Missouri,MissouriLaclede,16819,13755,2779,42646,2489,26.6,16.4,20.4,8.5,28,3.7,21.3
1535,Lafayette,Arkansas,ArkansasLafayette,2679,1757,839,32500,3065,26.9,14.7,22,13.9,22.4,3.7,25.1
1536,Lafayette,Florida,FloridaLafayette,3661,3128,509,41512,9747,32.4,16.5,20.8,15.9,14.3,1.3,27.2
1537,Lafayette,Missouri,MissouriLafayette,17083,12262,4470,52557,2378,27.4,18.2,22.5,14,18,4.7,25.5
1538,Lafayette,Mississippi,MississippiLafayette,17163,9878,6904,45019,3118,40.6,22.7,20,5.9,10.9,3.4,18.7
1539,Lafayette,Wisconsin,WisconsinLafayette,8555,4821,3647,55859,1467,31.9,12.8,21.2,16.4,17.7,10.3,24.6
1540,Lafayette,Lousiana,LousianaLafayette,114521,72519,39685,53950,1431,35.7,18.8,24.1,10.8,10.6,3,24.1
1541,Lafourche,Lousiana,LousianaLafourche,45388,36024,8672,52705,1689,27.7,15.3,23.3,16.1,17.6,2.4,28
1542,Lake,California,CaliforniaLake,11038,3955,6874,40446,2857,25.8,26.5,21.4,16.1,10.1,12.5,28.9
1543,Lake,Colorado,ColoradoLake,3938,1492,2287,46176,6432,30.5,20.1,23.1,18.4,8,8.3,28.6
1544,Lake,Florida,FloridaLake,211702,125853,83491,49734,1173,32,21.4,27.8,9.5,9.4,6.1,28.8
1545,Lake,Illinois,IllinoisLake,323706,120938,196479,82613,942,42.3,15.3,24.8,5.9,11.6,6.5,30
1546,Lake,Indiana,IndianaLake,220233,91733,124801,52559,814,30,19.1,23.5,9.5,17.8,2.6,28.3
1547,Lake,Michigan,MichiganLake,6332,3946,2288,32309,1650,23,22.9,22.8,9.6,21.8,5.2,27.3
1548,Lake,Minnesota,MinnesotaLake,7200,3392,3646,56078,4936,42,18.2,15.7,9.4,14.7,6.1,21
1549,Lake,Montana,MontanaLake,16617,9319,6911,42582,2370,34.8,19.9,20.3,14.1,10.9,9.7,19.7
1550,Lake,Ohio,OhioLake,127867,71615,54337,61137,1160,36.9,16.5,24.3,7.2,15.1,3.3,23.6
1551,Lake,Oregan,OreganLake,4336,3449,788,32769,3649,30.5,22.6,16.8,17.8,12.2,11.1,14.6
1552,Lake,South Dakota,South DakotaLake,5873,3681,2068,58467,3832,33.9,19.4,20.9,9.4,16.5,8.5,16
1553,Lake,Tennessee,TennesseeLake,2034,1492,526,31993,5436,24.4,26.8,19.4,9.1,20.4,2.6,18.7
1554,Lake,Minnesota,MinnesotaLake,2405,1704,671,46943,6962,22,15.7,19.8,11.4,31,10.9,21
1555,Lamar,Alabama,AlabamaLamar,7187,6168,978,36016,2778,28.8,14.5,18.9,13.4,24.4,1,28.1
1556,Lamar,Georgia,GeorgiaLamar,9039,6330,2615,41157,4775,31.2,18.5,23.1,8,19.2,3.9,29.6
1557,Lamar,Mississippi,MississippiLamar,23952,17700,5821,56129,2878,39,13.9,28.4,8.5,10.2,1.6,25.2
1558,Lamar,Texas,TexasLamar,21338,16698,4420,42198,2190,27.1,17.6,24.9,12.6,17.8,3.2,20.3
1559,Lamb,Texas,TexasLamb,4394,3513,835,43712,2899,34.8,14.9,19.1,18.1,13.2,3.6,17.2
1560,Lamoille,Vermont,VermontLamoille,,,,54899,2802,37.6,21.1,20.6,11.5,9.2,6.9,25.4
1561,Lampasas,Texas,TexasLampasas,10373,8070,2134,54467,3818,32.4,20.4,20.3,15.4,11.5,2.7,27.4
1562,Lancaster,Nebraska,NebraskaLancaster,153687,68952,81131,55747,936,40,17.1,23.9,7.7,11.3,3.3,18.8
1563,Lancaster,Pennsylvania,PennsylvaniaLancaster,280485,159902,115294,61492,650,33.3,16,23,10.6,17,5,23.1
1564,Lancaster,South Carolina,South CarolinaLancaster,49868,30312,18937,50557,2667,31.6,15.7,25.9,10.5,16.2,4.5,29.1
1565,Lancaster,Virginia,VirginiaLancaster,7136,3697,3368,51495,7163,30.5,28.3,21.9,9.6,9.6,6,26.7
1566,Lander,Nevada,NevadaLander,2664,2118,481,79865,9671,22.1,15.4,14.7,34.8,13.1,2,23.6
1567,Lane,Kansas,KansasLane,888,757,114,51765,10083,29.8,18.6,20.9,22.4,8.2,3.2,14.4
1568,Lane,Oregan,OreganLane,221585,80144,133924,47710,857,35.3,19.9,24.6,8,12.1,5.9,20.2
1569,Langlade,Wisconsin,WisconsinLanglade,11165,7330,3704,44122,2453,26.9,15.7,25.5,14.6,17.2,4.8,21.3
1570,Lanier,Georgia,GeorgiaLanier,3576,2509,1019,31109,5468,29.2,16.3,31.6,11.2,11.7,2.6,24.1
1571,Lapeer,Michigan,MichiganLapeer,52639,35480,16368,56186,1822,29.5,16.4,21.8,12.4,20,2.9,34.7
1572,Laramie,Wyoming,WyomingLaramie,44982,27891,15217,62879,1820,37.1,16.4,23.3,11.8,11.4,3.8,15.8
1573,Larimer,Colorado,ColoradoLarimer,223653,91197,125765,64980,1414,43.4,17.4,22.5,8.1,8.6,7.5,22.8
1574,Larue,Kentucky,KentuckyLarue,7301,5685,1504,41720,4427,23.3,13.9,18.3,15,29.5,4.1,26.7
1575,Las,Colorado,ColoradoLas,7897,4255,3465,40586,4510,31.7,24.6,20.5,13.2,9.9,7.6,20.6
1576,Lassen,California,CaliforniaLassen,11779,8798,2772,54083,2927,28.4,28.8,21,10.9,11,5.8,20.9
1577,Latah,Idaho,IdahoLatah,20521,9463,10199,43310,2143,43.8,17.4,20.6,9.1,9.1,4.1,19.4
1578,Latimer,Oklahoma,OklahomaLatimer,4249,3437,762,40539,2636,33,17.3,18.1,18.1,13.5,1.5,23.8
1579,Lauderdale,Alabama,AlabamaLauderdale,44149,31578,11872,44888,1370,31.2,18.6,24.4,10.6,15.2,1.8,24.1
1580,Lauderdale,Mississippi,MississippiLauderdale,30811,17812,12668,41340,2452,34,16.9,25.6,10.8,12.6,1.2,19.8
1581,Lauderdale,Tennessee,TennesseeLauderdale,8963,5672,3193,35551,1919,24.2,21,21.1,9.2,24.4,1.3,23.7
1582,Laurel,Kentucky,KentuckyLaurel,28097,23234,4474,37235,1596,25.4,15.6,28.6,9,21.4,2.8,20.1
1583,Laurens,Georgia,GeorgiaLaurens,22729,14493,8073,35202,1689,31.2,19.1,22.8,9.9,17.1,1.7,23
1584,Laurens,South Carolina,South CarolinaLaurens,30488,20004,10159,40580,1381,25.8,19.4,20.5,9.6,24.7,2.1,24.3
1585,Lavaca,Texas,TexasLavaca,10195,8802,1333,51708,2822,32.8,14.4,20.4,14.1,18.3,3.2,28
1586,Lawrence,Alabama,AlabamaLawrence,15957,12266,3544,43779,3181,23.6,15.4,18.4,15,27.5,2.5,28
1587,Lawrence,Arkansas,ArkansasLawrence,5857,4569,1080,37603,2540,27.9,18.4,23,12.9,17.9,1.2,26.1
1588,Lawrence,Illinois,IllinoisLawrence,6379,4849,1414,44504,3076,30.8,21.9,17.7,10.2,19.4,5,19
1589,Lawrence,Indiana,IndianaLawrence,21071,15601,4961,49985,2106,29.9,18,24.3,9.9,17.9,2.9,23.6
1590,Lawrence,Kentucky,KentuckyLawrence,6955,5633,1238,32703,4697,26.2,15.7,28.1,12.8,17.2,3.5,31.8
1591,Lawrence,Missouri,MissouriLawrence,17930,14421,3214,41673,1134,27.7,21.2,19.6,10.2,21.2,5.1,22.2
1592,Lawrence,Mississippi,MississippiLawrence,6564,4254,2240,40432,3627,28.3,12,20.6,20,19.1,4.6,35.5
1593,Lawrence,Ohio,OhioLawrence,27427,19759,7353,45466,2272,29.5,19.6,24.7,7.5,18.8,1.8,23.5
1594,Lawrence,Pennsylvania,PennsylvaniaLawrence,45558,29290,15772,47188,1429,30.6,18.5,23.6,9.8,17.4,3.2,22.9
1595,Lawrence,South Dakota,South DakotaLawrence,13828,8753,4537,49275,3202,31.3,22.9,23,13.2,9.6,3.9,17.1
1596,Lawrence,Tennessee,TennesseeLawrence,18718,15334,3195,41522,1476,25.7,15.8,19.2,13.6,25.7,2,27.7
1597,Le,Oklahoma,OklahomaLe,18805,15213,3299,39253,1159,26,19.4,20.8,16.1,17.7,2.3,24.2
1598,Le,Minnesota,MinnesotaLe,16775,10775,5671,65500,2833,31.9,14.9,20,13.7,19.4,4.7,25.8
1599,Lea,New Mexico,New MexicoLea,20918,16531,4061,59285,2560,25,15.2,21.9,20.1,17.7,2.1,20.4
1600,Leake,Mississippi,MississippiLeake,8407,4973,3358,35578,2525,24.2,20.5,20.3,14.9,20.1,1.7,29.7
1601,Leavenworth,Kansas,KansasLeavenworth,36115,21378,13753,70022,2408,37.8,19,21.7,10.2,11.4,3.3,22.6
1602,Lebanon,Pennsylvania,PennsylvaniaLebanon,70890,46267,23646,57698,1688,30.1,18.4,24,9.5,18,4,23.1
1603,Lee,Alabama,AlabamaLee,70980,42019,27600,47564,1712,41,16.6,22.7,7.1,12.6,3.5,22.2
1604,Lee,Arkansas,ArkansasLee,2848,1286,1423,27901,4074,20.8,23.9,18.5,16.2,20.7,1.6,20.8
1605,Lee,Florida,FloridaLee,393854,233242,157672,52052,572,30.4,21.7,27.7,11.8,8.3,5.6,27.2
1606,Lee,Georgia,GeorgiaLee,16714,12007,4558,65018,3516,39.9,11.6,25,11.3,12.2,4,20.5
1607,Lee,Iowa,IowaLee,16721,9763,6539,48266,2235,24.9,20,20.1,11.1,23.9,3.1,17.5
1608,Lee,Illinois,IllinoisLee,16351,9584,6368,58319,3414,31.5,17.8,22.9,9.9,17.9,4.2,21.5
1609,Lee,Kentucky,KentuckyLee,2659,2159,459,23297,2291,29.9,12.4,21.7,13.5,22.5,0.5,32.1
1610,Lee,Mississippi,MississippiLee,31762,21297,9910,45985,2140,31,15.4,25.1,7.5,21,2.1,19.9
1611,Lee,North Carolina,North CarolinaLee,28851,16388,12076,49272,2653,29.9,17.1,21,11.4,20.5,2.7,24.7
1612,Lee,South Carolina,South CarolinaLee,8431,3008,5329,31963,2552,23.4,16.5,25.7,7.5,26.9,2,26.8
1613,Lee,Texas,TexasLee,8075,6248,1745,55741,4948,26.5,22.6,23.1,13.1,14.7,6.6,25.7
1614,Lee,Virginia,VirginiaLee,9932,8365,1489,32590,2972,29.6,20.1,21.2,13.4,15.8,2.1,29.8
1615,Leelanau,Michigan,MichiganLeelanau,16930,7915,8793,62646,2665,35.9,18.3,23.8,12.4,9.5,8.9,22
1616,Leflore,Mississippi,MississippiLeflore,8178,2623,5444,25210,1912,28.1,21,23,8.9,19,2.5,15.5
1617,Lehigh,Pennsylvania,PennsylvaniaLehigh,180284,82287,95889,60116,820,35.1,16.6,24.7,7.1,16.6,4.5,24.7
1618,Lemhi,Idaho,IdahoLemhi,4738,3592,1032,36031,1713,30.7,16.6,26.6,14.5,11.6,7.1,16
1619,Lenawee,Michigan,MichiganLenawee,53448,31539,20916,51339,1406,28.4,18.5,23.4,9.8,19.8,3.1,26.8
1620,Lenoir,North Carolina,North CarolinaLenoir,28177,14500,13494,37515,1768,28,21.8,20.1,11.5,18.6,1.6,22.2
1621,Leon,Florida,FloridaLeon,162895,57446,103492,49941,922,45.1,18.2,26.4,5.2,5.1,3.9,20.8
1622,Leon,Texas,TexasLeon,8672,7522,1072,44875,4612,26.9,18.8,18.3,19.3,16.7,5,28.3
1623,Leslie,Kentucky,KentuckyLeslie,4814,4318,446,27861,7257,29.3,21,19.5,14.5,15.8,0.9,32.6
1624,Letcher,Kentucky,KentuckyLetcher,9135,7226,1799,30293,2697,35.3,15.9,22.1,13.5,13.2,3.8,25.6
1625,Levy,Florida,FloridaLevy,23180,16746,6203,36554,1796,23.3,23.7,24.4,16.9,11.6,5.9,30
1626,Lewis,Idaho,IdahoLewis,1870,1489,349,40313,2276,31.6,20.8,18.6,14.4,14.6,6.3,22.7
1627,Lewis,Kentucky,KentuckyLewis,5883,4986,823,32054,3790,28,18,14.6,15.6,23.8,5.1,32.4
1628,Lewis,Missouri,MissouriLewis,4607,3541,984,47148,3577,23.6,20,19.8,13,23.5,8.7,25.3
1629,Lewis,New York,New YorkLewis,10878,7931,2768,51475,1907,31,16.9,18,18.4,15.8,4.7,24.5
1630,Lewis,Tennessee,TennesseeLewis,5604,4473,1068,37092,2910,27.3,17.4,23.1,11.6,20.6,4.5,26.2
1631,Lewis,Washington,WashingtonLewis,44935,29318,14462,46387,1943,26.4,19.9,23.8,12.3,17.6,5.2,27.1
1632,Lewis,West Virginia ,West Virginia Lewis,7457,5782,1538,39793,2441,24.3,19.2,25.3,16.4,14.8,2.5,28.2
1633,Lewis,Montana,MontanaLewis,42485,21409,19743,60789,2019,45.2,16.3,22.8,8.6,7.2,5.9,16.4
1634,Lexington,South Carolina,South CarolinaLexington,144568,92817,49301,57482,1049,37,15,25.8,10.3,12,3.9,25.5
1635,Lexington,Virginia,VirginiaLexington,2753,908,1797,37309,8201,48,16,23.5,4.1,8.5,5.8,16.7
1636,Liberty,Florida,FloridaLiberty,3562,2846,693,36741,3554,24.8,27,21.6,12.9,13.7,3.2,33
1637,Liberty,Georgia,GeorgiaLiberty,21326,7944,13051,43493,1738,27.9,23,24.5,9.5,15.1,1.1,21.6
1638,Liberty,Montana,MontanaLiberty,1083,821,249,46641,7890,33.3,24.8,14.3,23,4.6,9.4,10.7
1639,Liberty,Texas,TexasLiberty,29314,23288,5779,48344,3470,24.7,14.9,22,18.1,20.3,2.2,36.9
1640,Licking,Ohio,OhioLicking,91830,57965,32324,59747,1621,36.1,16.5,24.6,9.1,13.8,4.2,25.8
1641,Limestone,Alabama,AlabamaLimestone,48754,34337,13510,52831,2263,36.1,15.5,21.5,11.3,15.7,2.8,25.7
1642,Limestone,Texas,TexasLimestone,9092,6786,2213,40356,2445,27.3,22.1,19.8,12.4,18.4,3.6,21.3
1643,Lincoln,Arkansas,ArkansasLincoln,3870,2725,1031,38873,8291,25.6,22.3,19.5,14.2,18.4,2.7,25.1
1644,Lincoln,Colorado,ColoradoLincoln,2630,2118,467,44725,3719,37,22.4,23.6,9.4,7.6,9,17.3
1645,Lincoln,Georgia,GeorgiaLincoln,4650,3179,1435,37711,6081,20.5,19.3,22.3,18.5,19.4,3.5,33.3
1646,Lincoln,Idaho,IdahoLincoln,1940,1469,414,46383,3221,21.3,17.6,18,22.5,20.6,6.3,28.7
1647,Lincoln,Kansas,KansasLincoln,1570,1273,266,48693,6396,38.6,16.1,16.1,17.7,11.5,5.1,18.8
1648,Lincoln,Kentucky,KentuckyLincoln,10913,8489,2254,37930,2667,25.7,21.7,18.3,11.7,22.6,6.2,28.2
1649,Lincoln,Maine,MaineLincoln,2596,1723,813,54041,2895,34.5,19.7,19.1,15.6,11,7,24.8
1650,Lincoln,Minnesota,MinnesotaLincoln,3114,2120,937,51102,2841,35.2,16.3,19.1,17.1,12.2,10.6,21.8
1651,Lincoln,Missouri,MissouriLincoln,28814,21702,6553,58603,3325,25.6,16,23.3,14.7,20.4,3,33.1
1652,Lincoln,Mississippi,MississippiLincoln,14247,10107,3978,37308,4064,32.6,14.4,26.1,12.2,14.7,2.8,29.6
1653,Lincoln,Montana,MontanaLincoln,11564,8516,2812,36934,2050,28.9,22.9,20.6,16.6,11,3.6,16.8
1654,Lincoln,North Carolina,North CarolinaLincoln,49850,36167,13178,50782,1291,29.4,15.5,24.9,11.7,18.4,4.2,30
1655,Lincoln,Nebraska,NebraskaLincoln,17107,13071,3692,55875,2359,29.7,17.3,23.1,13.2,16.6,3.1,14.8
1656,Lincoln,New Mexico,New MexicoLincoln,10306,6942,3194,42145,4891,28.1,25,25.8,11.4,9.8,7.6,21.1
1657,Lincoln,Nevada,NevadaLincoln,2312,1949,318,52971,6740,37.1,22.9,20.7,15.4,3.9,5.2,13.2
1658,Lincoln,Oklahoma,OklahomaLincoln,14888,12013,2609,47539,1904,29.1,16.2,23.3,15.4,15.9,3.7,29.1
1659,Lincoln,Oregan,OreganLincoln,30441,12336,17248,43291,1854,27.4,27.7,24.2,9.2,11.5,6.8,18.9
1660,Lincoln,South Dakota,South DakotaLincoln,32396,19617,11981,81849,2971,44.5,11.1,26.9,8.3,9.3,4.4,19.6
1661,Lincoln,Tennessee,TennesseeLincoln,15575,12258,2909,42153,1540,26.5,13.1,22.5,11.8,26.1,2.2,27.7
1662,Lincoln,Washington,WashingtonLincoln,6916,5095,1694,49460,2270,37.8,19,19.2,16.3,7.6,11.5,24.3
1663,Lincoln,Wisconsin,WisconsinLincoln,16497,10017,6261,54203,2674,27.7,15.4,24.5,10.9,21.5,3.4,22.7
1664,Lincoln,West Virginia ,West Virginia Lincoln,7830,6012,1711,37075,4934,22.6,21.9,25.8,15.3,14.5,1.9,35.4
1665,Lincoln,Wyoming,WyomingLincoln,10468,8643,1509,63756,4307,31.2,16.2,19.5,21,12.1,4.5,26.2
1666,Lincoln,Lousiana,LousianaLincoln,19275,11311,7559,34424,2465,36.3,22.8,22.7,7,11.2,3.3,19.3
1667,Linn,Iowa,IowaLinn,126716,53098,70451,62702,1489,38.6,15.2,24.4,8.7,13,3.2,18.8
1668,Linn,Kansas,KansasLinn,4903,3940,863,46576,5145,24.7,16.3,22.8,19.1,17.1,3.5,32.8
1669,Linn,Missouri,MissouriLinn,5700,4344,1274,41652,2416,26.3,18.4,23.4,13,18.9,4,19
1670,Linn,Oregan,OreganLinn,71148,42708,25893,49515,1904,29.6,19,22.1,11.7,17.6,5.4,22.3
1671,Lipscomb,Texas,TexasLipscomb,1351,1203,131,59583,7827,31.6,10.5,17.7,19.2,21.1,2.5,20.2
1672,Litchfield,Connecticut,ConnecticutLitchfield,5342,2555,2673,76438,1577,40.8,17,21.6,9.8,10.8,5.3,27.4
1673,Little,Arkansas,ArkansasLittle,5178,3714,1226,36963,4212,26.3,13.4,17.9,13.7,28.7,1.2,24.8
1674,Live,Texas,TexasLive,5053,4198,819,51480,4529,25.2,16.4,25.4,16.8,16.2,5.7,33.5
1675,Livingston,Illinois,IllinoisLivingston,17049,12134,4568,54339,2539,26.6,18.7,22.8,11.5,20.6,3.2,19.8
1676,Livingston,Kentucky,KentuckyLivingston,5003,4010,939,43472,4463,21.8,15.1,20.7,23,19.4,4.1,25.2
1677,Livingston,Michigan,MichiganLivingston,127162,76980,48218,78430,1082,40,14.7,24.9,9.1,11.3,4.4,32.4
1678,Livingston,Missouri,MissouriLivingston,6755,5266,1409,45929,2964,29.5,22.3,23.9,9.7,14.7,4.6,18.7
1679,Livingston,New York,New YorkLivingston,26333,16575,9150,53654,1681,34.4,19,20.9,11.6,14.1,3.4,25.5
1680,Livingston,Lousiana,LousianaLivingston,65230,54877,9249,60456,2138,30.4,16.1,24.3,15,14.2,2.7,33.8
1681,Llano,Texas,TexasLlano,13278,9996,3167,50524,4101,31.3,21.1,25.3,14.2,8.1,9.4,24.4
1682,Logan,Arkansas,ArkansasLogan,8222,6438,1544,37982,2324,27.5,19.6,18.7,12.9,21.3,5.3,25.6
1683,Logan,Colorado,ColoradoLogan,10411,7987,2201,44876,5064,29.1,21.4,20.8,15.7,13,5.3,19.2
1684,Logan,Illinois,IllinoisLogan,13117,9042,3769,58271,2629,30.3,18.7,24.2,9.6,17.3,4.4,21.5
1685,Logan,Kansas,KansasLogan,1437,1231,185,49926,4604,34,12.7,23.2,15,14.9,7.9,13.1
1686,Logan,Kentucky,KentuckyLogan,12346,9067,3094,40982,2624,27,15.3,20.5,13.3,23.8,2.6,23.3
