,State,County,Abbreviation,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",# Employed,# Unemployed,Male,Female,Median Age,Population (2014-2020),Unnamed: 0,county,state,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,Income,IncomeErr,Professional,Service,Office,Construction,Production,WorkAtHome,MeanCommute
451,Montana,Silver Bow,MontanaSilver,173,56,19,32.0,27.2,16153,1142,17588,17226,39.8,34814,2586,Silver,Montana,18973.0,7790.0,10442.0,40480.0,2706.0,33.8,22.3,21.5,10.1,12.4,2.9,15.1
452,Montana,Yellowstone,MontanaYellowstone,160,48,23,30.2,32.1,78676,4527,77773,80043,38.2,157816,3096,Yellowstone,Montana,81774.0,49548.0,29936.0,57955.0,1142.0,34.0,19.0,23.4,12.2,11.4,4.0,18.4
453,Nebraska,Cass,NebraskaCass,71,32,14,29.9,27.7,12851,581,12929,12773,41.6,25702,419,Cass,Nebraska,15284.0,10121.0,4737.0,68284.0,2743.0,34.2,14.8,26.5,12.9,11.6,3.6,26.1
454,Nebraska,Douglas,NebraskaDouglas,156,55,36,21.4,39.7,284846,15294,273743,281249,34.5,554992,805,Douglas,Nebraska,269960.0,116696.0,146433.0,58640.0,1065.0,40.5,16.2,25.5,7.5,10.4,3.8,19.3
455,Nebraska,Hall,NebraskaHall,85,43,20,31.3,21.5,30179,1851,30830,30513,36.0,61343,1145,Hall,Nebraska,24374.0,16189.0,7681.0,53807.0,1683.0,26.3,16.4,22.7,11.5,23.1,2.9,17.0
456,Nebraska,Knox,NebraskaKnox,84,48,35,33.8,21.6,4517,138,4150,4310,46.9,8460,1514,Knox,Nebraska,4693.0,3719.0,903.0,48072.0,3296.0,36.5,16.9,20.1,14.3,12.1,7.3,17.2
457,Nebraska,Lancaster,NebraskaLancaster,74,45,30,21.5,39.5,169507,7499,155699,154395,33.3,310094,1562,Lancaster,Nebraska,153687.0,68952.0,81131.0,55747.0,936.0,40.0,17.1,23.9,7.7,11.3,3.3,18.8
458,Nebraska,Sarpy,NebraskaSarpy,149,52,29,21.7,39.8,92833,3943,89176,89175,34.4,178351,2507,Sarpy,Nebraska,95409.0,51518.0,41029.0,75752.0,1666.0,43.0,15.2,24.1,8.6,9.1,3.3,20.6
459,Nebraska,Scotts Bluff,NebraskaScotts,122,55,27,28.7,22.9,17402,758,17575,18680,39.5,36255,2534,Scotts,Nebraska,15259.0,10810.0,4133.0,47975.0,2266.0,31.4,17.2,25.0,13.2,13.3,3.1,15.4
460,Nebraska,Thomas,NebraskaThomas,71,29,11,22.8,24.7,403,17,321,324,41.1,645,2760,Thomas,Nebraska,427.0,377.0,45.0,53173.0,5046.0,41.8,9.9,19.5,20.1,8.8,16.8,14.3
461,Nebraska,Washington,NebraskaWashington,72,42,23,31.6,29.9,10729,407,9911,10308,41.4,20219,2938,Washington,Nebraska,12413.0,8583.0,3554.0,66485.0,4187.0,37.1,14.5,24.8,11.7,11.9,5.2,20.8
462,Nevada,Carson City,NevadaCarson,192,67,41,26.0,22.2,23987,2143,27912,26555,42.8,54467,401,Carson,Nevada,29126.0,15771.0,12485.0,49341.0,2023.0,30.3,22.4,23.6,10.2,13.5,2.8,18.5
463,Nevada,Churchill,NevadaChurchill,147,50,40,31.6,18.8,10451,623,12138,11872,39.5,24010,503,Churchill,Nevada,12503.0,9088.0,2966.0,46914.0,3854.0,30.3,20.3,20.0,16.0,13.4,3.2,20.1
464,Nevada,Clark,NevadaClark,174,93,61,28.5,24.5,958069,165513,1069779,1071795,37.1,2141574,522,Clark,Nevada,914373.0,402271.0,493740.0,54882.0,434.0,27.2,29.2,26.1,7.9,9.6,3.6,24.5
465,Nevada,Douglas,NevadaDouglas,249,60,17,24.4,29.4,20531,1934,24102,23726,51.5,47828,806,Douglas,Nevada,33537.0,21237.0,11390.0,61176.0,1683.0,36.1,23.7,21.4,10.0,8.7,7.5,23.9
466,Nevada,Elko,NevadaElko,154,47,18,32.8,16.6,25264,1527,27199,25053,33.9,52252,857,Elko,Nevada,21081.0,16057.0,4381.0,76178.0,4026.0,25.8,20.2,20.7,21.6,11.6,4.4,31.3
467,Nevada,Lyon,NevadaLyon,331,59,38,32.8,14.4,21077,1968,26757,26398,44.1,53155,1723,Lyon,Nevada,29392.0,20302.0,8264.0,50920.0,1612.0,25.1,20.6,23.5,13.4,17.4,3.1,29.6
468,Nevada,Nye,NevadaNye,200,40,21,38.9,10.7,15889,1707,22243,21462,52.7,43705,2083,Nye,Nevada,24021.0,16575.0,6950.0,44225.0,3588.0,24.3,23.2,24.0,15.6,12.9,5.1,24.4
469,Nevada,Washoe,NevadaWashoe,240,85,46,23.5,30.8,234544,19734,226751,223735,38.1,450486,2953,Washoe,Nevada,247823.0,114600.0,126089.0,58595.0,1146.0,33.8,20.9,25.7,8.0,11.5,4.3,21.4
470,Nevada,White Pine,NevadaWhite,136,61,44,41.5,13.2,4403,192,5704,4033,39.2,9737,3012,White,Nevada,4177.0,3238.0,836.0,60358.0,4355.0,34.1,22.7,18.1,17.3,7.8,1.3,14.2
471,New Jersey,Atlantic,New JerseyAtlantic,90,47,34,32.0,28.1,99546,21491,130026,138513,41.5,268539,98,Atlantic,New Jersey,131980.0,60957.0,68978.0,57514.0,1710.0,31.0,29.3,23.1,8.2,8.4,2.5,24.2
472,New Jersey,Bergen,New JerseyBergen,119,58,39,22.7,49.3,432189,45703,450784,479215,41.8,929999,187,Bergen,New Jersey,448647.0,182831.0,259358.0,91572.0,1122.0,47.9,13.5,24.3,6.3,8.0,4.7,32.3
473,New Jersey,Camden,New JerseyCamden,87,58,40,29.5,32.5,230287,25761,245068,262299,38.7,507367,363,Camden,New Jersey,243151.0,78600.0,160606.0,65037.0,975.0,39.3,17.9,25.2,6.8,10.8,3.4,28.3
474,New Jersey,Cumberland,New JerseyCumberland,71,52,38,39.4,15.6,59148,7129,78687,74713,37.2,153400,681,Cumberland,New Jersey,58248.0,27294.0,30148.0,50000.0,1518.0,26.1,22.1,21.2,12.2,18.3,1.7,23.6
475,New Jersey,Essex,New JerseyEssex,127,58,39,28.0,35.5,330269,43674,381576,411979,37.5,793555,879,Essex,New Jersey,308715.0,68038.0,237981.0,57365.0,959.0,37.9,20.2,23.4,7.1,11.3,3.6,34.4
476,New Jersey,Gloucester,New JerseyGloucester,101,49,36,32.0,33.0,137052,14028,141229,149623,40.3,290852,1042,Gloucester,New Jersey,168093.0,80700.0,84120.0,81489.0,1248.0,41.7,14.9,24.9,8.4,10.1,3.3,29.9
477,New Jersey,Hudson,New JerseyHudson,90,54,37,25.1,42.3,322277,38221,332268,336363,35.1,668631,1300,Hudson,New Jersey,213606.0,53435.0,157349.0,62681.0,990.0,39.9,18.1,22.4,5.9,13.6,2.9,35.7
478,New Jersey,Hunterdon,New JerseyHunterdon,85,52,38,21.0,52.7,58730,4565,62447,62604,46.2,125051,1311,Hunterdon,New Jersey,78998.0,39751.0,37419.0,110969.0,2182.0,51.7,12.9,23.2,6.7,5.5,8.7,33.9
479,New Jersey,Mercer,New JerseyMercer,112,54,38,24.6,42.6,190150,15255,180369,188393,38.7,368762,1880,Mercer,New Jersey,158252.0,45926.0,109514.0,77027.0,1571.0,44.7,17.2,22.5,6.1,9.4,5.0,28.3
480,New Jersey,Middlesex,New JerseyMiddlesex,112,53,37,25.3,43.6,398298,38031,407247,419451,38.4,826698,1895,Middlesex,New Jersey,298231.0,109625.0,184898.0,83133.0,856.0,45.1,13.9,23.2,6.5,11.3,4.2,33.3
481,New Jersey,Monmouth,New JerseyMonmouth,93,48,37,23.4,46.0,298748,28964,303154,320233,43.2,623387,1931,Monmouth,New Jersey,359716.0,182304.0,172458.0,91807.0,1342.0,44.6,15.5,24.8,7.6,7.5,5.2,33.6
482,New Jersey,Morris,New JerseyMorris,84,47,35,20.1,54.1,232958,19630,242484,251899,42.6,494383,1996,Morris,New Jersey,208041.0,92302.0,112331.0,107034.0,1215.0,51.0,12.9,23.9,5.3,6.9,5.6,30.9
483,New Jersey,Ocean,New JerseyOcean,84,48,35,34.0,30.0,252016,26397,285371,306568,42.9,591939,2087,Ocean,New Jersey,322036.0,203613.0,113359.0,65771.0,928.0,35.1,18.9,27.7,9.8,8.4,4.8,30.7
484,New Jersey,Passaic,New JerseyPassaic,100,47,36,34.5,28.2,214293,30894,245463,258578,37.0,504041,2178,Passaic,New Jersey,195726.0,80593.0,112287.0,63339.0,1461.0,32.3,17.2,24.2,7.8,18.4,3.2,27.6
485,New Jersey,Union,New JerseyUnion,111,56,38,28.6,36.0,248871,27340,269450,283616,38.5,553066,2832,Union,New Jersey,200561.0,61281.0,136519.0,73376.0,1330.0,37.1,17.2,23.9,7.4,14.4,3.7,31.1
486,New Jersey,Warren,New JerseyWarren,100,50,34,30.6,33.0,50947,4723,51936,54357,44.0,106293,2909,Warren,New Jersey,53340.0,29867.0,22315.0,75500.0,2277.0,36.5,16.9,26.1,9.4,11.1,4.9,35.4
487,New Mexico,Bernalillo,New MexicoBernalillo,214,77,54,23.2,34.4,303820,26825,332271,345421,37.3,677692,192,Bernalillo,New Mexico,315332.0,115674.0,192042.0,50386.0,670.0,40.2,19.9,23.9,8.3,7.7,4.4,21.9
488,New Mexico,Catron,New MexicoCatron,79,31,11,47.1,15.7,1075,84,1930,1609,59.1,3539,427,Catron,New Mexico,2325.0,1698.0,594.0,42047.0,6181.0,39.2,12.5,29.6,17.4,1.3,15.9,14.6
489,New Mexico,Chaves,New MexicoChaves,75,39,19,27.7,18.0,25832,2274,32600,32859,35.6,65459,460,Chaves,New Mexico,22443.0,15656.0,6381.0,42177.0,2361.0,28.3,21.5,23.6,14.3,12.3,3.9,19.8
490,New Mexico,Eddy,New MexicoEddy,115,80,46,36.6,16.2,31384,2316,28989,28448,35.3,57437,838,Eddy,New Mexico,23222.0,17454.0,5424.0,60703.0,3524.0,26.4,17.2,23.4,18.8,14.2,1.8,17.7
491,New Mexico,Lea,New MexicoLea,76,50,39,31.5,13.6,26281,3264,36137,33989,31.7,70126,1599,Lea,New Mexico,20918.0,16531.0,4061.0,59285.0,2560.0,25.0,15.2,21.9,20.1,17.7,2.1,20.4
492,New Mexico,Lincoln,New MexicoLincoln,51,29,13,29.9,25.8,8154,789,9228,10254,51.0,19482,1656,Lincoln,New Mexico,10306.0,6942.0,3194.0,42145.0,4891.0,28.1,25.0,25.8,11.4,9.8,7.6,21.1
493,New Mexico,Los Alamos,New MexicoLos,53,19,11,8.8,67.4,9603,371,9353,9003,42.5,18356,1695,Los,New Mexico,12293.0,4278.0,7554.0,110190.0,6543.0,67.7,12.6,13.0,4.2,2.5,2.9,15.7
494,New Mexico,Luna,New MexicoLuna,360,40,19,34.4,12.5,8727,1645,12020,12244,37.8,24264,1712,Luna,New Mexico,8104.0,4407.0,3565.0,27602.0,1859.0,21.7,24.1,21.9,15.6,16.7,4.5,17.8
495,New Mexico,Rio Arriba,New MexicoRio,90,54,44,32.2,19.3,15455,1361,19250,20057,40.6,39307,2403,Rio,New Mexico,16511.0,5390.0,10896.0,33422.0,2549.0,37.4,25.4,21.7,8.4,7.0,3.9,27.2
496,New Mexico,Sandoval,New MexicoSandoval,119,61,44,25.5,30.5,60627,5698,68955,71814,39.9,140769,2493,Sandoval,New Mexico,76562.0,34174.0,40588.0,60345.0,1942.0,39.7,17.8,25.6,9.4,7.5,5.7,28.4
497,New Mexico,Santa Fe,New MexicoSanta,101,58,44,22.3,41.0,65455,5891,72344,76573,45.8,148917,2502,Santa,New Mexico,82198.0,18325.0,62507.0,57945.0,1544.0,44.2,19.3,21.9,8.0,6.7,7.9,22.3
498,New Mexico,Socorro,New MexicoSocorro,49,28,12,37.4,22.0,5805,443,8799,8201,39.2,17000,2603,Socorro,New Mexico,7160.0,3255.0,3722.0,34008.0,3304.0,35.7,17.9,21.4,11.3,13.7,1.7,16.9
499,New Mexico,Taos,New MexicoTaos,64,43,20,28.2,28.7,13238,1729,16076,16812,48.2,32888,2731,Taos,New Mexico,17035.0,3663.0,13030.0,35314.0,2651.0,34.7,26.9,22.3,11.0,5.1,12.2,20.2
500,New Mexico,Valencia,New MexicoValencia,105,61,44,33.0,18.5,27681,2486,38130,37826,39.1,75956,2848,Valencia,New Mexico,32274.0,17362.0,14262.0,43428.0,2047.0,27.6,21.4,23.2,15.8,12.0,5.0,28.8
501,New York,Albany,New YorkAlbany,143,55,38,23.0,41.8,146027,11299,148910,158516,37.9,307426,27,Albany,New York,121529.0,45570.0,73189.0,62293.0,1234.0,44.7,17.3,25.1,5.5,7.5,3.5,20.4
502,New York,Bronx,New YorkBronx,108,61,39,27.9,20.1,494651,94436,676963,760909,33.9,1437872,271,Bronx,New York,329638.0,55849.0,271835.0,36593.0,389.0,25.0,33.4,23.5,7.1,11.1,3.1,44.2
503,New York,Chautauqua,New YorkChautauqua,93,47,35,35.5,22.2,48027,4702,63960,65696,42.5,129656,459,Chautauqua,New York,48428.0,31247.0,16200.0,44304.0,1256.0,29.9,19.4,22.0,9.8,18.8,3.7,18.0
504,New York,Dutchess,New YorkDutchess,87,44,33,26.8,35.0,131173,10888,146174,147720,42.0,293894,823,Dutchess,New York,119539.0,59661.0,57720.0,75585.0,1986.0,39.7,19.4,23.5,9.0,8.4,5.6,32.2
505,New York,Erie,New YorkErie,155,52,37,27.6,34.4,397536,41755,444998,474868,40.4,919866,872,Erie,New York,383952.0,178349.0,198808.0,54006.0,578.0,38.7,18.5,25.4,6.3,11.2,2.8,21.3
506,New York,Essex,New YorkEssex,80,47,38,34.4,26.8,15174,1344,19622,18129,47.0,37751,880,Essex,New York,15185.0,7953.0,6970.0,55294.0,2424.0,32.2,23.7,22.0,11.3,10.8,6.1,21.9
507,New York,Hamilton,New YorkHamilton,54,44,34,27.2,16.8,1972,169,2347,2228,54.0,4575,1154,Hamilton,New York,2825.0,1917.0,863.0,55587.0,3147.0,25.3,26.2,19.1,23.0,6.4,2.4,25.3
508,New York,Jefferson,New YorkJefferson,90,44,33,34.7,22.2,39542,3753,59931,54517,32.4,114448,1402,Jefferson,New York,35530.0,22779.0,12053.0,50322.0,1205.0,32.2,22.1,23.6,12.3,9.8,5.0,17.4
509,New York,Kings,New YorkKings,77,47,23,25.7,37.5,1006852,144278,1231912,1368835,35.1,2600747,1495,Kings,New York,693937.0,174731.0,514133.0,52782.0,467.0,40.8,23.1,21.5,6.2,8.5,4.3,42.4
510,New York,Monroe,New YorkMonroe,80,52,36,23.4,38.6,328525,30774,359374,384874,38.9,744248,1946,Monroe,New York,276241.0,122995.0,146403.0,55272.0,680.0,42.7,17.6,23.7,5.7,10.2,3.8,20.1
511,New York,Nassau,New YorkNassau,72,41,20,22.7,46.0,640035,58907,659405,697159,41.6,1356564,2024,Nassau,New York,572706.0,286661.0,280288.0,105744.0,781.0,44.7,16.3,25.3,6.6,7.2,3.8,35.8
512,New York,New York,New YorkNew,108,56,37,26.0,36.6,8361006,928165,772144,860336,37.3,1632480,2045,New,New York,446861.0,65001.0,377605.0,79781.0,1158.0,60.0,13.9,20.0,2.2,3.8,6.7,31.8
513,New York,New York,New YorkNew,108,56,37,26.0,36.6,777583,82035,772144,860336,37.3,1632480,2045,New,New York,446861.0,65001.0,377605.0,79781.0,1158.0,60.0,13.9,20.0,2.2,3.8,6.7,31.8
514,New York,Niagara,New YorkNiagara,87,46,34,33.2,24.6,87906,10199,103127,108577,43.2,211704,2057,Niagara,New York,87821.0,51355.0,34809.0,51656.0,1205.0,32.8,18.2,26.2,9.0,13.9,2.6,22.0
515,New York,Oneida,New YorkOneida,78,36,16,31.9,25.7,92473,8175,115089,115693,41.2,230782,2111,Oneida,New York,84099.0,51950.0,30542.0,51316.0,933.0,35.3,20.4,23.4,8.3,12.6,4.4,19.6
516,New York,Onondaga,New YorkOnondaga,74,48,35,25.4,35.9,202037,18446,223995,240247,39.0,464242,2113,Onondaga,New York,176798.0,78994.0,93850.0,57271.0,864.0,41.2,17.4,25.3,6.7,9.4,4.0,20.1
517,New York,Orange,New YorkOrange,97,47,36,29.3,30.3,167957,15308,189484,188743,36.9,378227,2121,Orange,New York,139956.0,76218.0,61868.0,75146.0,1717.0,35.6,19.0,25.7,8.2,11.4,5.1,33.4
518,New York,Oswego,New YorkOswego,58,44,33,37.5,19.0,47549,4660,59648,59456,40.0,119104,2138,Oswego,New York,44546.0,28914.0,14677.0,51755.0,1388.0,29.2,20.4,23.0,12.1,15.3,3.4,24.8
519,New York,Putnam,New YorkPutnam,64,44,32,27.1,39.6,46294,3785,49296,49774,44.1,99070,2336,Putnam,New York,43661.0,25899.0,17106.0,99608.0,2584.0,41.5,16.7,25.1,10.6,6.0,5.3,39.2
520,New York,Queens,New YorkQueens,140,61,38,27.5,32.2,961214,137723,1114654,1183859,38.7,2298513,2342,Queens,New York,597928.0,181225.0,412393.0,62008.0,471.0,33.3,24.6,23.3,8.2,10.7,2.6,43.5
521,New York,Richmond,New YorkRichmond,108,52,36,30.4,33.9,188608,22456,229424,244677,40.0,474101,2398,Richmond,New York,178751.0,110094.0,67223.0,76244.0,1481.0,40.7,19.3,23.2,8.7,8.1,2.5,44.0
522,New York,Rockland,New YorkRockland,93,48,34,22.5,41.1,140547,12356,158667,165019,36.1,323686,2430,Rockland,New York,116024.0,63830.0,50926.0,88571.0,1624.0,44.3,19.3,23.0,6.7,6.7,5.0,31.0
523,New York,Saratoga,New YorkSaratoga,61,44,33,24.9,41.4,111029,7980,112468,114909,42.6,227377,2505,Saratoga,New York,107583.0,55248.0,49697.0,77548.0,1961.0,45.8,14.3,23.5,7.7,8.7,5.9,25.3
524,New York,St. Lawrence,New YorkSt.,118,69,14,36.8,23.8,39353,3501,55780,53778,38.9,109558,2636,St.,New York,35519.0,21862.0,13036.0,48330.0,1867.0,34.2,22.6,21.4,11.4,10.4,5.1,20.9
525,New York,Steuben,New YorkSteuben,79,44,34,36.7,23.6,38592,3430,48397,48530,42.6,96927,2668,Steuben,New York,38797.0,26781.0,11299.0,50157.0,1301.0,34.3,18.5,20.2,11.0,15.9,3.4,21.7
526,New York,Suffolk,New YorkSuffolk,133,59,37,27.3,36.3,699613,64951,732269,755632,41.3,1487901,2687,Suffolk,New York,601261.0,333617.0,259463.0,92838.0,928.0,38.4,17.2,25.7,9.4,9.4,3.6,32.0
527,New York,Tompkins,New YorkTompkins,64,44,34,19.0,53.5,44967,2962,50823,52139,30.9,102962,2780,Tompkins,New York,33015.0,9640.0,22624.0,56200.0,1682.0,51.4,17.9,19.2,5.7,5.7,6.3,18.6
528,New York,Wayne,New YorkWayne,80,46,34,33.7,22.6,39749,3172,44971,45885,43.6,90856,2970,Wayne,New York,37425.0,23734.0,12799.0,53693.0,1648.0,33.4,15.5,23.9,10.7,16.5,3.2,24.9
529,New York,Westchester,New YorkWestchester,105,50,36,19.2,48.9,437772,40187,468898,499917,40.8,968815,2994,Westchester,New York,350749.0,126013.0,220963.0,89968.0,1406.0,47.3,18.6,21.3,6.8,6.0,5.2,34.1
530,North Carolina,Alexander,North CarolinaAlexander,54,45,33,38.7,14.2,16377,1317,18942,18177,43.4,37119,33,Alexander,North Carolina,20120.0,15806.0,4113.0,44523.0,2886.0,26.8,12.6,20.6,9.4,30.7,2.8,25.6
531,North Carolina,Avery,North CarolinaAvery,80,46,37,30.2,20.7,6825,462,9488,8013,44.4,17501,108,Avery,North Carolina,9339.0,7092.0,2171.0,37109.0,3320.0,29.8,25.7,20.7,14.1,9.7,3.4,22.5
532,North Carolina,Beaufort,North CarolinaBeaufort,34,6,0,32.5,20.6,18159,1228,22709,24534,45.7,47243,153,Beaufort,North Carolina,26128.0,16352.0,9575.0,41101.0,2273.0,31.5,17.4,20.8,14.1,16.1,4.3,25.1
533,North Carolina,Brunswick,North CarolinaBrunswick,100,34,0,27.9,29.9,47641,4605,61281,65579,52.8,126860,289,Brunswick,North Carolina,89183.0,55373.0,32984.0,51164.0,1371.0,29.0,21.5,25.3,13.4,10.8,6.7,24.2
534,North Carolina,Buncombe,North CarolinaBuncombe,97,45,31,23.2,40.1,125114,11366,122297,132177,42.1,254474,306,Buncombe,North Carolina,160855.0,62253.0,96383.0,48464.0,1288.0,39.6,18.9,22.8,8.7,10.1,8.5,20.1
535,North Carolina,Caldwell,North CarolinaCaldwell,50,44,31,32.5,15.7,32931,2823,40354,41425,44.1,81779,338,Caldwell,North Carolina,42438.0,31877.0,10105.0,40735.0,1356.0,24.5,17.0,22.7,11.6,24.2,3.7,23.4
536,North Carolina,Carteret,North CarolinaCarteret,61,43,34,25.6,29.1,29373,1947,33839,35081,47.9,68920,408,Carteret,North Carolina,42367.0,29886.0,11999.0,51584.0,1561.0,35.1,20.3,22.7,12.9,9.0,5.0,23.2
537,North Carolina,Caswell,North CarolinaCaswell,61,44,31,33.6,15.9,8869,752,11393,11353,45.6,22746,423,Caswell,North Carolina,11962.0,7040.0,4831.0,39428.0,2039.0,27.8,20.2,22.6,10.9,18.5,2.9,31.0
538,North Carolina,Catawba,North CarolinaCatawba,94,53,31,30.0,22.6,71632,6220,76703,80026,41.4,156729,425,Catawba,North Carolina,82751.0,56203.0,25420.0,48649.0,1480.0,30.5,15.6,23.2,7.3,23.5,3.4,22.6
539,North Carolina,Cumberland,North CarolinaCumberland,81,49,35,25.9,25.5,114386,12001,165152,166954,31.2,332106,680,Cumberland,North Carolina,146204.0,59808.0,84110.0,44737.0,795.0,33.0,20.7,25.7,8.5,12.1,3.5,20.5
540,North Carolina,Davidson,North CarolinaDavidson,95,54,32,32.8,18.5,73311,5605,80508,84156,42.3,164664,715,Davidson,North Carolina,84785.0,62143.0,21483.0,45806.0,1650.0,27.7,15.8,24.0,10.6,22.0,2.7,24.8
541,North Carolina,Durham,North CarolinaDurham,97,49,35,17.7,48.2,159304,11118,146535,159922,35.2,306457,822,Durham,North Carolina,177227.0,31827.0,142770.0,56393.0,1261.0,49.0,17.0,18.9,6.9,8.2,5.0,22.9
542,North Carolina,Edgecombe,North CarolinaEdgecombe,94,46,32,37.5,13.6,18511,2191,24856,28476,41.0,53332,840,Edgecombe,North Carolina,25344.0,9162.0,16027.0,32929.0,1973.0,24.1,20.4,22.4,10.5,22.6,2.1,22.0
543,North Carolina,Forsyth,North CarolinaForsyth,97,56,40,25.7,34.0,170449,13700,176337,195236,38.3,371573,941,Forsyth,North Carolina,198469.0,84176.0,111769.0,48369.0,954.0,39.5,17.8,23.0,7.0,12.6,5.0,21.4
544,North Carolina,Graham,North CarolinaGraham,97,49,40,36.3,12.9,2772,305,4210,4347,46.0,8557,1062,Graham,North Carolina,4619.0,3673.0,902.0,36030.0,5733.0,26.7,31.3,17.0,12.1,12.8,3.7,27.5
545,North Carolina,Granville,North CarolinaGranville,51,46,36,30.6,22.5,27832,1734,30046,28828,42.6,58874,1085,Granville,North Carolina,31605.0,16651.0,14568.0,52089.0,1982.0,33.3,17.4,21.9,10.3,17.0,2.9,28.6
546,North Carolina,Guilford,North CarolinaGuilford,87,50,36,23.3,36.0,234933,22064,248019,275563,37.1,523582,1133,Guilford,North Carolina,281201.0,106384.0,171538.0,49253.0,816.0,38.1,16.8,25.2,6.8,13.1,5.5,21.5
547,North Carolina,Haywood,North CarolinaHaywood,93,50,35,26.4,26.0,26503,2160,29220,31213,47.6,60433,1222,Haywood,North Carolina,36265.0,22698.0,13095.0,45538.0,2404.0,31.7,21.1,20.7,13.0,13.5,3.1,22.8
548,North Carolina,Hyde,North CarolinaHyde,53,30,16,38.7,9.2,1614,183,2832,2561,40.0,5393,1318,Hyde,North Carolina,2470.0,1408.0,1035.0,40532.0,9884.0,26.9,16.4,24.2,22.9,9.6,7.1,24.7
549,North Carolina,Jackson,North CarolinaJackson,68,40,24,26.8,30.4,18286,1499,20838,21418,37.5,42256,1365,Jackson,North Carolina,21191.0,11263.0,9522.0,45078.0,4356.0,33.1,27.9,21.2,9.4,8.4,4.1,20.4
550,North Carolina,Johnston,North CarolinaJohnston,72,49,36,27.8,22.9,92056,6241,93865,97307,38.1,191172,1437,Johnston,North Carolina,110246.0,67901.0,40861.0,54610.0,1737.0,35.6,15.7,24.7,12.5,11.4,5.9,29.9
551,North Carolina,Lenoir,North CarolinaLenoir,58,45,32,31.9,14.9,25892,1708,27391,29836,42.2,57227,1620,Lenoir,North Carolina,28177.0,14500.0,13494.0,37515.0,1768.0,28.0,21.8,20.1,11.5,18.6,1.6,22.2
552,North Carolina,Lincoln,North CarolinaLincoln,71,45,35,31.1,23.0,40410,2852,40372,41069,43.2,81441,1654,Lincoln,North Carolina,49850.0,36167.0,13178.0,50782.0,1291.0,29.4,15.5,24.9,11.7,18.4,4.2,30.0
553,North Carolina,Macon,North CarolinaMacon,64,41,29,31.0,23.8,14416,1033,16630,17780,49.8,34410,1730,Macon,North Carolina,20589.0,14152.0,6213.0,40659.0,2141.0,28.9,25.6,22.6,13.2,9.7,4.0,21.4
554,North Carolina,Martin,North CarolinaMartin,49,41,30,33.9,16.4,8267,617,10805,12249,46.1,23054,1808,Martin,North Carolina,12536.0,6529.0,5910.0,35969.0,3249.0,28.3,19.5,23.7,10.6,17.9,2.4,24.0
555,North Carolina,Mecklenburg,North CarolinaMecklenburg,112,56,40,17.0,45.4,569616,47927,506721,547593,35.0,1054314,1860,Mecklenburg,North Carolina,566192.0,178921.0,377501.0,61695.0,596.0,43.4,15.9,24.5,6.7,9.5,6.7,25.8
556,North Carolina,Mitchell,North CarolinaMitchell,103,36,20,33.0,20.5,5427,459,7400,7640,47.1,15040,1924,Mitchell,North Carolina,8960.0,7041.0,1852.0,42534.0,2873.0,33.2,17.1,17.6,15.8,16.3,1.9,25.6
557,North Carolina,Montgomery,North CarolinaMontgomery,83,47,35,34.6,15.7,10573,755,13546,13792,43.3,27338,1967,Montgomery,North Carolina,12779.0,8363.0,4305.0,38254.0,3424.0,24.7,18.4,16.7,16.1,24.1,2.6,24.0
558,North Carolina,New Hanover,North CarolinaNew,74,45,31,21.3,40.6,112078,8761,107274,116957,38.7,224231,2040,New,North Carolina,129254.0,62420.0,64876.0,51457.0,941.0,39.7,19.4,25.1,8.0,7.8,7.3,20.4
559,North Carolina,Northampton,North CarolinaNorthampton,88,42,22,38.5,13.8,6978,550,9845,10341,49.0,20186,2071,Northampton,North Carolina,10075.0,3977.0,6048.0,33508.0,2581.0,28.3,20.9,21.0,13.1,16.9,2.7,25.6
560,North Carolina,Person,North CarolinaPerson,74,43,29,37.4,15.6,16766,1332,18989,20316,43.2,39305,2215,Person,North Carolina,21827.0,13154.0,8451.0,44921.0,2487.0,29.5,18.7,20.4,13.3,18.1,2.4,30.7
561,North Carolina,Pitt,North CarolinaPitt,95,47,33,23.8,32.7,81504,5946,83620,93752,32.2,177372,2254,Pitt,North Carolina,86217.0,38515.0,46607.0,43526.0,1420.0,37.4,21.1,22.7,7.2,11.6,4.0,20.6
562,North Carolina,Rockingham,North CarolinaRockingham,54,46,34,34.9,15.1,35723,3260,43989,47281,44.5,91270,2427,Rockingham,North Carolina,47241.0,30997.0,15811.0,41700.0,1157.0,24.7,19.5,23.6,11.1,21.1,3.5,25.6
563,North Carolina,Rowan,North CarolinaRowan,88,52,39,32.6,18.5,59909,5174,69165,70440,40.2,139605,2444,Rowan,North Carolina,72756.0,49053.0,22889.0,46978.0,1605.0,29.0,17.6,21.4,12.6,19.3,2.9,24.2
564,North Carolina,Swain,North CarolinaSwain,119,47,33,30.6,18.2,6351,588,6799,7455,41.4,14254,2716,Swain,North Carolina,7026.0,4152.0,2765.0,35271.0,2472.0,27.9,31.6,18.5,11.6,10.5,1.8,18.7
